"playerID","year","stint","tmID","lgID","GP","GS","minutes","points","oRebounds","dRebounds","rebounds","assists","steals","blocks","turnovers","PF","fgAttempted","fgMade","ftAttempted","ftMade","threeAttempted","threeMade","dq","PostGP","PostGS","PostMinutes","PostPoints","PostoRebounds","PostdRebounds","PostRebounds","PostAssists","PostSteals","PostBlocks","PostTurnovers","PostPF","PostfgAttempted","PostfgMade","PostftAttempted","PostftMade","PostthreeAttempted","PostthreeMade","PostDQ"
"edwarto01w",2,2,"CHA","WNBA",22,0,372,100,11,32,43,30,14,6,40,49,100,34,37,27,22,5,0,8,0,119,22,6,10,16,12,5,0,11,8,21,9,2,2,4,2,0
"edwarto01w",2,1,"PHO","WNBA",10,9,208,94,5,14,19,18,5,1,22,30,71,26,47,37,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"edwarto01w",3,0,"CHA","WNBA",29,0,303,112,11,30,41,24,16,2,17,28,99,36,46,33,25,7,0,2,0,19,3,0,1,1,1,0,0,1,2,5,1,2,0,3,1,0
"elysh01w",6,0,"SAS","WNBA",31,11,528,139,11,51,62,27,7,4,33,42,132,50,39,30,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"elysh01w",7,0,"SAS","WNBA",12,1,136,41,5,26,31,10,2,0,13,17,44,12,26,15,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"elysh01w",8,0,"SEA","WNBA",29,0,282,65,10,29,39,11,8,1,19,28,62,20,31,20,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"elysh01w",9,0,"SEA","WNBA",34,1,389,113,30,60,90,16,12,5,29,56,115,47,24,15,11,4,0,2,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"elysh01w",10,0,"CHI","WNBA",34,9,497,232,22,66,88,20,12,8,36,55,201,84,51,41,60,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"enissh01w",1,0,"CHA","WNBA",12,9,323,139,21,24,45,10,10,1,16,30,104,41,60,46,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"enissh01w",2,0,"CHA","WNBA",32,11,623,191,48,65,113,14,10,5,36,60,158,66,63,45,31,14,0,8,0,101,34,6,9,15,4,2,1,7,16,22,11,12,9,4,3,0
"enissh01w",3,0,"CHA","WNBA",4,0,59,19,6,3,9,3,1,2,1,4,18,5,9,9,3,0,0,1,0,3,0,2,0,2,0,0,0,0,0,3,0,0,0,1,0,0
"enissh01w",4,0,"CHA","WNBA",29,20,613,252,62,63,125,16,29,2,41,63,188,82,77,62,62,26,0,2,2,58,15,5,7,12,1,2,2,6,9,10,4,6,6,3,1,1
"erbsu01w",1,0,"CHA","WNBA",29,0,275,92,26,37,63,10,8,6,17,68,73,32,43,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"erbsu01w",2,0,"CHA","WNBA",18,0,148,54,8,27,35,4,1,5,10,23,42,18,21,18,0,0,0,4,0,15,8,2,2,4,0,0,0,3,3,5,4,0,0,0,0,0
"erbsu01w",3,0,"CHA","WNBA",31,3,342,88,20,51,71,10,13,11,35,70,62,35,25,18,0,0,2,2,0,17,7,0,1,1,0,0,1,0,3,5,3,1,1,0,0,0
"ervinla01w",10,0,"CON","WNBA",8,0,56,16,4,9,13,0,1,0,2,5,17,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fallotr01w",2,0,"PHO","WNBA",31,16,841,322,35,42,77,33,35,12,47,43,259,127,65,53,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"farriba01w",1,0,"DET","WNBA",14,2,130,45,16,16,32,2,6,1,14,30,30,15,27,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"farriba01w",2,0,"DET","WNBA",31,10,559,129,41,68,109,16,7,5,30,68,98,46,58,37,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"farriba01w",3,0,"DET","WNBA",32,16,564,143,29,65,94,16,12,9,38,62,117,49,61,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"farriba01w",4,0,"DET","WNBA",34,0,522,127,29,53,82,23,10,4,41,62,99,43,63,41,0,0,0,8,0,133,31,8,12,20,4,1,0,10,14,25,10,17,11,1,0,0
"farriba01w",5,0,"DET","WNBA",26,0,422,118,28,33,61,7,8,2,26,46,80,41,54,36,0,0,0,3,2,78,18,8,7,15,2,1,0,5,5,17,6,8,6,0,0,0
"farriba01w",6,0,"DET","WNBA",34,1,444,83,31,53,84,19,8,1,43,55,73,25,54,33,0,0,0,2,0,12,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
"farriba01w",7,0,"NYL","WNBA",34,34,944,261,56,122,178,51,21,5,65,105,221,95,98,71,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"farriba01w",8,0,"NYL","WNBA",28,0,237,53,16,27,43,13,6,1,19,32,58,20,16,13,0,0,0,3,0,12,6,0,0,0,0,0,0,2,3,5,3,0,0,0,0,0
"farriba01w",9,0,"PHO","WNBA",34,8,553,118,38,92,130,8,20,4,35,87,93,44,43,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"farriba01w",10,0,"DET","WNBA",13,3,110,17,3,15,18,5,5,0,9,17,9,2,16,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"feastal01w",1,0,"LAS","WNBA",32,0,469,202,36,49,85,33,23,2,35,47,167,60,72,60,85,22,0,4,0,44,15,3,6,9,3,2,1,5,11,16,5,2,2,13,3,0
"feastal01w",2,0,"CHA","WNBA",32,32,1007,365,55,98,153,46,29,10,59,86,336,126,63,58,168,55,1,8,8,248,64,8,26,34,14,9,4,9,18,74,26,1,1,35,11,0
"feastal01w",3,0,"CHA","WNBA",32,32,956,379,37,81,118,61,39,12,40,79,292,115,85,70,189,79,0,2,2,65,15,3,12,15,7,2,0,4,1,20,6,0,0,13,3,0
"feastal01w",4,0,"CHA","WNBA",34,34,1096,422,37,76,113,73,52,9,72,75,378,142,78,66,205,72,0,2,2,63,21,2,3,5,1,2,0,0,5,20,7,4,3,10,4,0
"feastal01w",5,0,"CHA","WNBA",33,32,1052,388,22,62,84,60,27,6,68,61,332,132,91,79,143,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"feastal01w",6,0,"CHA","WNBA",21,21,666,192,9,28,37,51,14,2,38,52,162,61,39,33,86,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"feastal01w",7,0,"CHA","WNBA",32,1,309,55,3,17,20,21,13,2,14,20,81,19,2,1,64,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"feastal01w",9,0,"IND","WNBA",33,0,301,85,9,14,23,26,5,3,14,23,89,30,2,2,75,23,0,2,0,8,3,0,0,0,0,0,0,1,0,2,1,0,0,2,1,0
"feifesu01w",6,0,"SAC","WNBA",5,0,24,7,0,1,1,3,0,0,2,3,6,1,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ferdima01w",2,0,"UTA","WNBA",32,22,864,366,23,63,86,79,40,4,63,70,290,143,113,69,42,11,1,2,2,69,29,2,6,8,7,3,0,2,4,16,7,18,15,2,0,0
"ferdima01w",3,0,"UTA","WNBA",32,32,1065,489,19,88,107,91,51,7,89,86,371,176,171,132,34,5,0,5,5,186,74,4,18,22,13,10,0,20,16,56,25,34,23,5,1,0
"ferdima01w",4,0,"SAS","WNBA",34,34,1116,470,28,99,127,90,58,6,85,87,384,139,223,176,52,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ferdima01w",5,0,"SAS","WNBA",17,17,509,199,18,36,54,29,32,2,35,34,162,67,64,55,27,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ferdima01w",6,0,"SAS","WNBA",31,31,999,388,40,76,116,68,46,5,70,74,358,132,134,104,65,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ferdima01w",8,0,"SAS","WNBA",34,12,481,164,33,48,81,28,19,3,37,55,170,61,40,36,27,6,0,5,0,71,33,7,12,19,6,10,0,6,7,26,11,13,11,2,0,0
"ferdima01w",9,0,"LAS","WNBA",33,25,680,276,30,55,85,43,25,4,41,71,246,91,92,82,44,12,0,6,0,111,45,5,10,15,11,2,0,8,8,39,15,12,11,11,4,0
"ferdima01w",10,0,"LAS","WNBA",28,6,339,151,17,24,41,24,15,2,22,44,135,58,37,31,22,4,1,2,0,14,5,1,1,2,0,1,0,0,2,4,1,2,2,2,1,0
"fernama01w",8,0,"LAS","WNBA",34,20,891,297,12,60,72,101,36,14,90,31,282,107,89,71,49,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ferrama01w",1,0,"NYL","WNBA",23,4,154,50,4,13,17,4,0,2,11,34,53,23,2,1,10,3,0,3,0,12,6,0,3,3,1,1,0,0,4,3,2,0,0,2,2,0
"figgsuk01w",1,0,"LAS","WNBA",32,32,803,215,14,41,55,127,21,3,43,53,153,66,65,54,82,29,0,4,4,106,24,6,10,16,19,2,0,11,10,23,7,6,6,11,4,0
"figgsuk01w",2,0,"LAS","WNBA",32,29,930,257,14,86,100,126,43,4,55,42,179,76,63,51,117,54,0,7,7,239,58,3,12,15,41,4,4,6,14,53,18,16,12,36,10,0
"figgsuk01w",3,0,"POR","WNBA",31,31,866,264,13,67,80,104,25,2,44,50,233,83,65,59,120,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"figgsuk01w",4,0,"HOU","WNBA",34,30,952,149,11,70,81,82,26,1,59,33,124,52,22,19,69,26,0,3,3,81,17,1,5,6,7,1,0,3,4,15,6,0,0,7,5,0
"firsool01w",1,0,"NYL","WNBA",9,0,19,12,0,4,4,1,0,1,2,8,10,4,5,4,1,0,0,3,0,6,6,1,0,1,0,0,0,0,1,4,3,0,0,0,0,0
"floremi01w",1,0,"MIA","WNBA",32,0,474,112,6,17,23,49,23,3,48,36,112,34,42,26,61,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"flukety01w",7,0,"CHA","WNBA",31,1,324,76,26,40,66,9,2,14,21,48,89,30,22,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"flukety01w",8,2,"LAS","WNBA",12,0,114,39,9,10,19,3,3,7,9,13,44,17,7,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"flukety01w",8,1,"SEA","WNBA",9,0,31,1,2,5,7,0,0,1,3,4,10,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"flukety01w",9,0,"CHI","WNBA",26,2,231,70,11,23,34,10,6,8,18,40,65,25,25,19,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"folklkr01w",1,0,"MIN","WNBA",32,20,845,242,38,116,154,67,23,22,50,80,191,86,94,66,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"folklkr01w",2,0,"POR","WNBA",32,31,862,180,49,196,245,45,20,34,39,56,166,71,40,33,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"folklkr01w",3,0,"POR","WNBA",32,4,602,155,41,107,148,32,18,17,32,56,126,62,35,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fordch01w",4,0,"DET","WNBA",32,32,956,344,99,235,334,27,32,31,79,109,270,128,129,88,0,0,1,8,8,232,67,25,55,80,4,11,6,10,30,74,24,23,19,0,0,0
"fordch01w",5,0,"DET","WNBA",31,31,912,329,104,193,297,34,41,25,54,118,287,118,158,93,0,0,3,3,3,111,48,5,27,32,1,4,7,8,3,38,17,22,14,0,0,0
"fordch01w",6,0,"DET","WNBA",33,33,932,313,113,209,322,26,33,46,69,143,279,120,150,73,0,0,6,2,2,49,19,7,7,14,2,1,2,3,11,18,8,5,3,0,0,1
"fordch01w",7,0,"DET","WNBA",32,32,920,443,130,233,363,45,38,25,58,114,315,157,199,129,0,0,0,10,10,287,134,33,70,103,12,13,7,19,40,88,46,56,42,0,0,0
"fordch01w",8,0,"DET","WNBA",15,15,460,195,48,120,168,22,28,11,42,54,143,71,83,53,0,0,0,10,8,228,69,33,59,92,4,5,3,14,32,65,27,33,15,1,0,0
"fordch01w",9,0,"DET","WNBA",24,24,637,243,74,134,208,22,24,9,23,70,185,89,116,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fordch01w",10,0,"DET","WNBA",29,29,755,249,71,144,215,25,28,13,49,105,227,97,100,55,3,0,1,5,5,148,39,17,33,50,6,7,1,18,23,29,13,16,13,0,0,0
"fordki01w",1,0,"MIA","WNBA",28,0,424,104,32,30,62,21,32,1,27,65,108,33,63,37,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fordki01w",2,0,"MIA","WNBA",30,1,395,71,19,46,65,21,17,5,18,43,80,26,32,18,11,1,0,3,0,20,2,1,0,1,2,0,0,1,3,5,1,0,0,0,0,0
"fordst01w",2,0,"NYL","WNBA",1,0,3,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fordst01w",3,0,"SAC","WNBA",5,0,12,2,2,0,2,1,0,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fowlesy01w",9,0,"CHI","WNBA",17,14,430,178,28,99,127,5,19,36,37,32,150,77,41,24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"fowlesy01w",10,0,"CHI","WNBA",24,20,692,270,52,136,188,19,21,35,76,72,172,103,99,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"francde01w",1,0,"NYL","WNBA",1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,4,0,1,0,1,0,0,0,0,0,2,0,0,0,1,0,0
"frankaq01w",9,0,"SAC","WNBA",34,0,351,53,5,40,45,59,16,1,26,44,70,19,14,9,24,6,0,3,0,19,2,0,1,1,1,1,0,2,2,6,1,0,0,4,0,0
"frankaq01w",10,0,"SEA","WNBA",2,0,20,0,0,2,2,1,1,0,1,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"frazeme01w",10,0,"SAS","WNBA",29,0,326,145,27,57,84,15,8,5,21,43,126,52,39,27,37,14,0,1,0,7,2,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0
"fresest01w",1,0,"UTA","WNBA",21,0,222,62,4,14,18,17,4,0,14,14,30,10,36,33,26,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"frettla01w",1,0,"LAS","WNBA",25,0,187,40,8,16,24,6,7,6,13,10,51,14,16,12,1,0,0,3,0,7,7,0,0,0,0,0,0,0,0,3,2,4,3,0,0,0
"frettla01w",2,0,"SAC","WNBA",30,10,403,128,23,32,55,18,10,6,32,30,126,49,35,30,0,0,0,5,0,18,4,2,0,2,1,0,0,1,2,8,1,2,2,0,0,0
"frettla01w",3,0,"SAC","WNBA",32,15,648,187,30,65,95,23,5,19,27,70,187,84,17,14,15,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"frettla01w",4,0,"SAC","WNBA",24,4,150,36,9,14,23,12,2,3,10,16,47,17,2,1,2,1,0,1,0,9,2,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0
"frettla01w",5,1,"CHA","WNBA",10,0,71,15,3,7,10,4,1,2,10,4,13,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"frettla01w",5,2,"NYL","WNBA",16,2,276,102,14,26,40,14,9,5,14,25,85,41,31,20,0,0,0,5,0,116,44,5,12,17,6,4,3,7,12,48,20,4,4,1,0,0
"frettla01w",6,0,"NYL","WNBA",33,1,361,98,15,23,38,18,12,4,18,52,88,42,19,14,0,0,0,2,1,47,15,2,2,4,1,0,0,2,7,12,5,6,5,0,0,0
"friertr01w",5,0,"SEA","WNBA",5,0,22,7,3,2,5,0,0,0,1,7,9,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"frohlli01w",3,0,"NYL","WNBA",16,0,67,6,3,10,13,1,2,0,4,11,10,1,4,4,4,0,0,3,0,20,1,0,5,5,2,1,0,3,2,3,0,2,1,0,0,0
"frohlli01w",4,0,"NYL","WNBA",26,0,214,83,11,25,36,15,6,8,14,26,72,31,22,14,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"frohlli01w",7,0,"IND","WNBA",20,0,169,66,14,21,35,9,5,0,13,27,68,26,8,6,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"frohlli01w",8,0,"SAC","WNBA",10,0,51,14,2,7,9,2,1,1,12,10,13,4,4,4,3,2,0,1,0,8,3,0,1,1,0,1,0,1,3,3,1,2,1,0,0,0
"futreca01w",5,0,"CON","WNBA",20,0,144,42,7,12,19,10,5,1,7,20,38,11,16,13,17,7,0,2,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"gaithka01w",1,2,"IND","WNBA",6,0,24,6,1,2,3,1,0,1,1,2,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gaithka01w",1,1,"UTA","WNBA",9,0,54,14,7,10,17,4,4,0,4,8,7,2,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gaithka01w",3,1,"LAS","WNBA",1,0,5,0,0,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gaithka01w",3,2,"WAS","WNBA",1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"garcibe01w",3,0,"DET","WNBA",8,0,64,8,0,4,4,9,3,0,11,8,11,2,4,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gardike01w",9,0,"CON","WNBA",34,15,540,137,38,73,111,41,29,7,45,56,133,47,41,22,56,21,0,3,3,57,11,4,3,7,3,5,1,1,6,10,4,4,2,3,1,0
"gardike01w",10,0,"CON","WNBA",33,23,596,180,54,89,143,39,25,24,38,57,159,58,89,54,39,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gardnan01w",3,0,"UTA","WNBA",30,2,198,57,29,32,61,5,3,3,13,35,49,18,38,21,0,0,0,3,0,14,5,1,3,4,0,0,1,1,5,3,2,2,1,0,0,0
"gardnan01w",9,0,"WAS","WNBA",22,0,178,57,23,27,50,6,3,0,11,26,58,22,24,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"garnean01w",1,0,"SEA","WNBA",32,19,560,101,43,55,98,25,27,10,43,44,116,38,38,24,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gaydeco01w",1,0,"ORL","WNBA",3,0,7,2,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gearlka01w",8,0,"SEA","WNBA",33,0,437,132,16,37,53,24,12,6,20,22,114,44,25,22,64,22,0,2,0,23,3,1,2,3,3,1,0,1,2,2,1,0,0,1,1,0
"gearlka01w",9,0,"SEA","WNBA",34,3,468,171,5,39,44,21,11,3,15,28,158,59,23,17,92,36,0,3,0,21,6,1,0,1,2,3,0,0,3,6,2,2,1,4,1,0
"gearlka01w",10,0,"SEA","WNBA",20,0,243,82,4,22,26,11,6,3,12,14,74,29,4,3,52,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gibsoke01w",1,0,"HOU","WNBA",17,0,76,24,4,8,12,2,1,0,4,11,19,7,8,7,7,3,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"gibsoke01w",2,0,"HOU","WNBA",28,6,288,44,6,23,29,13,8,6,15,20,57,13,22,15,21,3,0,2,2,23,7,0,3,3,0,1,0,2,1,7,3,0,0,3,1,0
"gibsoke01w",3,0,"HOU","WNBA",29,2,276,60,3,17,20,14,8,7,21,21,55,21,6,4,36,14,0,2,0,22,10,3,1,4,0,0,0,1,3,8,4,0,0,3,2,0
"gibsoke01w",4,0,"HOU","WNBA",26,0,209,38,4,12,16,8,1,5,9,14,42,14,0,0,24,10,0,2,0,18,4,0,1,1,0,0,0,0,1,5,2,0,0,2,0,0
"gilloje01w",1,0,"PHO","WNBA",30,30,826,376,31,85,116,45,21,29,59,91,316,139,106,79,69,19,1,2,2,64,26,1,3,4,2,1,5,4,10,20,10,10,5,5,1,0
"gilloje01w",2,0,"PHO","WNBA",32,32,858,395,36,91,127,35,31,19,71,91,355,150,96,71,70,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gilloje01w",3,0,"PHO","WNBA",31,31,874,473,36,80,116,37,29,21,61,90,400,166,131,105,93,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gilloje01w",4,0,"LAS","WNBA",33,10,397,103,18,37,55,21,16,3,9,65,97,40,21,16,26,7,1,6,0,22,0,0,1,1,0,1,1,0,5,5,0,0,0,0,0,0
"gilmous01w",1,0,"IND","WNBA",4,0,21,2,3,2,5,2,0,0,4,6,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gisseka01w",9,0,"LAS","WNBA",2,0,14,0,2,0,2,0,0,0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"givench01w",9,0,"DET","WNBA",3,0,10,2,0,0,0,2,0,0,2,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gomisem01w",7,0,"NYL","WNBA",2,0,15,3,0,0,0,0,1,0,1,3,4,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"goodsad01w",1,0,"UTA","WNBA",29,28,929,498,69,95,164,69,41,7,81,67,415,199,134,92,29,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"goodsad01w",2,0,"UTA","WNBA",28,25,854,343,66,86,152,58,27,0,75,64,319,138,89,62,31,5,0,2,2,71,31,6,10,16,3,3,2,4,7,29,13,9,5,4,0,0
"goodsad01w",3,0,"UTA","WNBA",32,32,1101,503,91,90,181,67,45,6,102,92,419,189,157,117,28,8,0,5,5,190,72,9,18,27,8,7,0,21,11,74,29,17,12,7,2,0
"goodsad01w",4,0,"SAS","WNBA",33,32,969,371,74,111,185,71,24,6,85,96,357,141,102,81,36,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"goodsad01w",5,0,"SAS","WNBA",34,34,1068,372,89,146,235,60,28,2,67,77,317,142,102,84,16,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"goodsad01w",6,2,"CHA","WNBA",10,0,215,70,17,18,35,6,3,1,18,22,71,30,15,9,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"goodsad01w",6,1,"HOU","WNBA",23,0,271,72,16,20,36,15,8,0,16,18,73,29,21,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"goringi01w",8,0,"WAS","WNBA",21,0,156,54,16,25,41,3,5,12,4,28,45,19,21,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gortmsh01w",3,0,"MIN","WNBA",29,2,369,91,16,45,61,21,13,6,25,42,97,35,9,7,43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gortmsh01w",4,0,"MIN","WNBA",25,0,200,50,9,23,32,14,11,1,20,25,49,21,4,3,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gortmsh01w",5,0,"WAS","WNBA",4,0,24,0,0,4,4,2,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"gortmsh01w",7,0,"SEA","WNBA",20,0,265,56,9,39,48,17,11,2,25,32,55,20,18,14,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"granter01w",8,0,"HOU","WNBA",17,2,211,25,7,12,19,37,7,0,11,20,23,9,10,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"grecomi01w",5,0,"SEA","WNBA",13,0,73,29,3,7,10,8,3,0,8,6,18,10,13,9,2,0,0,4,0,6,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0
"greenci01w",7,0,"SEA","WNBA",5,0,24,2,2,6,8,0,0,0,0,9,7,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"grginve01w",1,0,"LAS","WNBA",18,0,183,49,9,14,23,12,3,1,14,17,62,17,23,14,17,1,0,3,0,7,2,0,3,3,1,1,0,2,0,2,1,2,0,1,0,0
"grginve01w",2,0,"LAS","WNBA",24,7,223,71,13,22,35,12,4,1,15,21,65,28,14,9,19,6,0,4,0,7,4,0,1,1,0,0,0,0,0,3,1,2,2,1,0,0
"grginve01w",3,0,"LAS","WNBA",12,0,79,31,3,5,8,1,1,0,8,11,31,12,3,2,12,5,0,1,0,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0
"griffyo01w",1,0,"SAC","WNBA",32,32,1026,523,148,183,331,47,83,61,82,110,361,193,194,137,0,0,1,2,2,78,29,6,18,24,2,1,1,4,4,23,12,8,5,0,0,0
"griffyo01w",2,0,"SAC","WNBA",32,31,1077,518,162,195,357,54,63,37,75,114,368,192,186,134,0,0,1,5,5,181,106,18,26,44,7,8,6,11,18,67,32,55,42,0,0,0
"griffyo01w",3,0,"SAC","WNBA",17,17,577,288,66,82,148,19,16,13,45,70,179,93,127,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"griffyo01w",4,0,"SAC","WNBA",34,34,1015,469,92,156,248,46,57,39,75,125,332,161,190,147,2,0,3,6,6,200,103,19,34,53,7,7,6,12,16,67,36,34,31,0,0,0
"griffyo01w",5,0,"SAC","WNBA",34,34,1031,494,122,124,246,42,75,41,59,99,341,177,186,140,1,0,2,6,6,204,82,20,29,49,8,12,6,12,15,63,31,24,20,0,0,0
"griffyo01w",6,0,"SAC","WNBA",34,33,962,469,87,136,223,52,42,31,68,98,357,173,174,123,0,0,0,8,8,246,138,27,39,66,11,10,4,10,20,108,53,45,32,0,0,0
"griffyo01w",7,0,"SAC","WNBA",34,34,854,407,87,132,219,56,44,16,66,74,293,134,185,139,1,0,0,9,9,237,133,28,36,64,16,10,5,10,23,97,47,51,39,0,0,0
