"bioID","pos","firstseason","lastseason","height","weight","college","collegeOther","birthDate","deathDate"
"haynikr01w","G",0,0,69.0,147,"Michigan State","","1983-06-17","0000-00-00"
"headde01w","G",0,0,70.0,160,"Tennessee","","1970-08-16","0000-00-00"
"hedgpch01w","G",0,0,69.0,143,"Stanford","","1972-02-17","0000-00-00"
"hemmera01w","F-C",0,0,75.0,0,"Stanford","","1973-04-02","0000-00-00"
"hendene01w","G",0,0,68.0,144,"Texas","","1973-02-28","0000-00-00"
"hendetr01w","C",0,0,75.0,200,"Georgia","","1974-12-31","0000-00-00"
"henniso01w","G",0,0,67.0,143,"Stanford","","1969-10-04","0000-00-00"
"henryan01w","F",0,0,75.0,205,"Florida","","1986-02-13","0000-00-00"
"herriam01w","C",0,0,76.0,189,"Iowa","","1977-06-06","0000-00-00"
"hibbeka01w","G-F",0,0,70.0,140,"Louisiana State","","1977-09-29","0000-00-00"
"hicksje01w","F-C",0,0,76.0,188,"Maryland","","1971-12-02","0000-00-00"
"hightal01w","G",0,0,70.0,139,"Louisiana State","","1988-04-06","0000-00-00"
"hillec01w","G",0,0,67.0,173,"Northern Illinois","","1971-04-06","0000-00-00"
"hillmli99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"hillmna01w","",0,0,0.0,0,"Vanderbilt","","0000-00-00","0000-00-00"
"hledeko01w","G",0,0,69.0,150,"Duquesne","","1975-03-29","0000-00-00"
"hodgeda01w","G-F",0,0,73.0,170,"St. Joseph's","","1968-01-21","0000-00-00"
"hodgedo01w","G",0,0,69.0,160,"Louisiana State","","1982-07-19","0000-00-00"
"hodgero01w","G",0,0,71.0,165,"Florida State","","1982-07-19","0000-00-00"
"hodgesa01w","F-G",0,0,69.0,0,"New Orleans","","1962-07-31","0000-00-00"
"hoffmeb01w","F",0,0,74.0,215,"USC","","1982-08-27","0000-00-00"
"holdeta99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"holdsch01w","F",0,0,74.0,172,"Tennessee","","1977-08-09","0000-00-00"
"hollake01w","G",0,0,68.0,129,"Georgia","","1974-11-05","0000-00-00"
"holliqu01w","C",0,0,77.0,201,"Virginia Commonwealth","","1988-11-15","0000-00-00"
"holmejo01w","F",0,0,70.0,150,"Purdue","","1969-03-31","0000-00-00"
"holmese01w","G-F",0,0,73.0,155,"UNLV","","1986-06-13","0000-00-00"
"holtam01w","F",0,0,72.0,168,"Middle Tennessee State","","1985-06-07","0000-00-00"
"hopeky01w","C",0,0,74.0,165,"Miami (FL)","","1977-11-23","0000-00-00"
"hopsosu01w","F-C",0,0,74.0,175,"Mars Hill","","1974-06-21","0000-00-00"
"hornbal01w","G",0,0,71.0,155,"Tennessee","","1985-10-16","0000-00-00"
"houstch01w","F",0,0,72.0,189,"Connecticut","","1986-04-10","0000-00-00"
"houtsas01w","G",0,0,66.0,140,"Georgia","","1987-12-31","0000-00-00"
"howarje01w","G",0,0,66.0,130,"North Carolina State","","1975-01-21","0000-00-00"
"howarme01w","G",0,0,69.0,145,"SW Missouri State","","1972-04-02","0000-00-00"
"hudsopa01w","F",0,0,71.0,139,"Northwestern State","","1968-09-19","0000-00-00"
"hugheda99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"hullaja99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"humphta01w","C",0,0,75.0,190,"Georgia","","1985-12-29","0000-00-00"
"ibekwif01w","F",0,0,74.0,0,"Arizona","","1989-10-05","0000-00-00"
"irvinsa01w","F",0,0,75.0,185,"Texas Christian","","1982-02-23","0000-00-00"
"ivanyda01w","G",0,0,70.0,135,"Florida International","","1976-03-18","0000-00-00"
"iveyni01w","G",0,0,67.0,149,"Notre Dame","","1977-09-24","0000-00-00"
"jacksan01w","C",0,0,76.0,205,"Texas","","1976-03-30","0000-00-00"
"jacksde01w","F",0,0,74.0,155,"Alabama-Birmingham","","1979-12-15","0000-00-00"
"jacksgw01w","F",0,0,75.0,182,"Tennessee","","1980-10-23","0000-00-00"
"jacksla01w","F-C",0,0,77.0,187,"","","1981-05-11","0000-00-00"
"jacksta01w","F-C",0,0,75.0,179,"Florida","","1962-12-03","0000-00-00"
"jacksta02w","G",0,0,66.0,118,"Louisiana Tech","","1978-04-22","0000-00-00"
"jacksti01w","F",0,0,71.0,148,"Iowa","","1972-04-21","0000-00-00"
"jacksti02w","F",0,0,75.0,185,"Texas","","1985-04-26","0000-00-00"
"jacobam01w","G",0,0,68.0,152,"Boston College","","1982-06-29","0000-00-00"
"jacobje01w","G",0,0,68.0,130,"Purdue","","1973-02-20","0000-00-00"
"jamesta01w","F",0,0,69.0,158,"Miami (FL)","","1984-06-13","0000-00-00"
"januabr01w","G",0,0,68.0,144,"Arizona State","","1987-01-11","0000-00-00"
"jekaban01w","G",0,0,69.0,180,"","","1983-08-12","0000-00-00"
"jenkica99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"joensca01w","G-F",0,0,71.0,165,"George Washington","","1981-02-12","0000-00-00"
"johnsad01w","G",0,0,70.0,154,"Ohio State","","1974-02-05","0000-00-00"
"johnsch01w","C",0,0,75.0,185,"Wisconsin-Green Bay","","1981-03-19","0000-00-00"
"johnsda01w","C",0,0,74.0,197,"Tennessee","","1973-02-19","0000-00-00"
"johnsgl01w","F",0,0,75.0,170,"Tennessee","","1990-07-27","0000-00-00"
"johnsja01w","F",0,0,72.0,201,"Kansas","","1979-03-16","0000-00-00"
"johnsla01w","F",0,0,73.0,150,"Memphis","","1975-08-17","0000-00-00"
"johnsle01w","F",0,0,74.0,220,"Western Kentucky","","1975-01-12","0000-00-00"
"johnsni01w","G",0,0,69.0,146,"Alabama","","1973-02-07","0000-00-00"
"johnspo01w","C",0,0,75.0,165,"Michigan","","1975-11-06","0000-00-00"
"johnssh01w","G",0,0,67.0,152,"South Carolina","","1974-08-18","0000-00-00"
"johnssh02w","G",0,0,71.0,0,"Miami","","1990-12-08","0000-00-00"
"johnste01w","G",0,0,63.0,132,"Louisiana State","","1982-09-06","0000-00-00"
"johnsti01w","C",0,0,76.0,240,"Tennessee","","1975-12-27","0000-00-00"
"johnsvi01w","G-F",0,0,69.0,150,"Louisiana Tech","","1972-04-15","0000-00-00"
"jollyke01w","G",0,0,69.0,148,"Tennessee","","1977-05-03","0000-00-00"
"jonesas01w","F",0,0,74.0,196,"Connecticut","","1980-08-01","0000-00-00"
"jonesch01w","G-F",0,0,69.0,150,"Houston","","1982-03-25","0000-00-00"
"jonesja01w","G",0,0,69.0,158,"UNC Charlotte","","1978-09-13","0000-00-00"
"joneskc01w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"jonesla01w","G",0,0,73.0,180,"Ohio State","","1977-07-24","0000-00-00"
"jonesma01w","G",0,0,70.0,150,"North Carolina","","1975-10-12","0000-00-00"
"jonesme01w","G",0,0,69.0,147,"Florida","","1973-07-21","0000-00-00"
"jordapa01w","C",0,0,75.0,205,"UNLV","","1968-04-27","0000-00-00"
"joyneja01w","F",0,0,70.0,154,"UCLA","","1962-03-03","0000-00-00"
"kaplaan01w","C",0,0,77.0,180,"Stanford","","1973-04-22","0000-00-00"
"kausaan01w","F",0,0,72.0,155,"Emporia State","","1970-11-30","0000-00-00"
"kellycr01w","F",0,0,74.0,190,"Western Kentucky","","1986-09-15","0000-00-00"
"kenlaje99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"keyst99wc","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"kingbsu01w","G",0,0,67.0,135,"Stanford","","1981-07-27","0000-00-00"
"kingija01w","G",0,0,68.0,150,"","","1976-01-20","0000-00-00"
"kizerly01w","F-C",0,0,76.0,215,"Maryland","","1990-04-04","0000-00-00"
"klimezu01w","F",0,0,74.0,181,"Vanderbilt","","1979-01-21","0000-00-00"
"kloppga99wc","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"kobryew01w","F-C",0,0,75.0,210,"","","1982-05-07","0000-00-00"
"koehnla01w","G",0,0,68.0,145,"Kansas State","","1982-05-13","0000-00-00"
"korstil01w","G",0,0,70.0,160,"","","1980-05-30","0000-00-00"
"kossgr01w","F",0,0,73.0,145,"Montana","","1974-06-12","0000-00-00"
"kostaan01w","G",0,0,67.0,137,"","","1978-03-26","0000-00-00"
"kostita01w","F",0,0,73.0,163,"Oregon State","","1972-11-10","0000-00-00"
"kraayca01w","F",0,0,76.0,180,"Oregon","","1981-09-30","0000-00-00"
"kubikni01w","G",0,0,69.0,145,"Nebraska","","1978-03-01","0000-00-00"
"kukloan01w","G",0,0,72.0,150,"","","1971-07-16","0000-00-00"
"laceyal01w","G",0,0,72.0,159,"Iowa State","","1987-12-26","0000-00-00"
"laceytr99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"lacyje01w","F",0,0,75.0,175,"Pepperdine","","1983-03-21","0000-00-00"
"lacyna01w","G",0,0,70.0,165,"UTEP (sr)","Texas Christian (fr-jr)","1985-07-08","0000-00-00"
"lacyve01w","C",0,0,76.0,234,"Louisiana Tech","","1967-02-09","0000-00-00"
"laimbbi01w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"lambesh01w","G",0,0,67.0,125,"Baylor","Grayson County (JC)","1980-07-21","0000-00-00"
"lambmo01w","C",0,0,77.0,206,"USC","","1964-10-11","0000-00-00"
"langeme01w","F-C",0,0,78.0,205,"UNLV","","1969-04-28","0000-00-00"
"langhcr01w","F-C",0,0,74.0,184,"Maryland","","1986-10-27","0000-00-00"
"langja01w","F",0,0,72.0,185,"Colorado","","1972-06-23","0000-00-00"
"larakr01w","G",0,0,68.0,130,"","","1969-09-30","0000-00-00"
"larkier01w","F",0,0,73.0,210,"North Carolina","","1986-04-02","0000-00-00"
"lassiam01w","F",0,0,73.0,160,"Missouri","","1979-06-09","0000-00-00"
"lattaiv01w","G",0,0,66.0,143,"North Carolina","","1984-09-24","0000-00-00"
"lavenja01w","C",0,0,76.0,185,"Ohio State","","1988-11-12","0000-00-00"
"lawsoed01w","G",0,0,66.0,130,"","","1979-05-14","0000-00-00"
"lawsoka01w","G",0,0,69.0,165,"Tennessee","","1981-02-14","0000-00-00"
"laydefr99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"lazicka01w","F-C",0,0,70.0,147,"","","1980-05-25","0000-00-00"
"lehnish01w","G",0,0,69.0,147,"Kansas State","","1986-10-27","0000-00-00"
"lennobe01w","G",0,0,68.0,143,"Louisiana Tech","","1976-12-04","0000-00-00"
"leslili01w","C",0,0,77.0,170,"USC","","1972-07-07","0000-00-00"
"leuchye01w","C",0,0,77.0,195,"West Virginia","","1983-04-30","0000-00-00"
"levanni01w","G",0,0,68.0,163,"Xavier","","1979-05-17","0000-00-00"
"levesni01w","G",0,0,63.0,115,"Wake Forest","","1972-04-11","0000-00-00"
"lewisji99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"lewista01w","F-C",0,0,74.0,212,"Louisiana Tech","","1979-07-10","0000-00-00"
"lewisty01w","G",0,0,70.0,152,"North Carolina State","","1979-05-08","0000-00-00"
"liebena01w","G",0,0,70.0,150,"Old Dominion","","1958-07-01","0000-00-00"
"lilleta01w","G",0,0,66.0,130,"Oregon","","1988-02-29","0000-00-00"
"listr01w","G-F",0,0,70.0,0,"Providence","","0000-00-00","0000-00-00"
"littlca01w","F",0,0,74.0,180,"North Carolina","","1985-01-18","0000-00-00"
"lloydan01w","F",0,0,74.0,175,"Texas","","1965-02-09","0000-00-00"
"lobore01w","F",0,0,76.0,190,"Connecticut","","1973-10-06","0000-00-00"
"lovelst01w","F",0,0,76.0,170,"Purdue","","1974-12-05","0000-00-00"
"lowreja99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"luckepa01w","F",0,0,73.0,165,"Houston","","1975-05-14","0000-00-00"
"luzhe01w","G",0,0,68.0,144,"","","1972-11-23","0000-00-00"
"lyttlsa01w","F",0,0,76.0,175,"Houston","","1983-09-20","0000-00-00"
"mabikmw01w","G-F",0,0,71.0,165,"","","1976-07-27","0000-00-00"
"macchla01w","F",0,0,73.0,169,"","","1979-05-24","0000-00-00"
"machacl01w","C-F",0,0,77.0,180,"Old Dominion","","1976-10-04","0000-00-00"
"maherto99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"mahonme01w","F",0,0,72.0,160,"Kansas State","","1983-02-13","0000-00-00"
"mahonsh01w","F",0,0,76.0,178,"Western Kentucky","","1977-07-03","0000-00-00"
"mahorri01w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"maigaha01w","G-F",0,0,73.0,160,"Old Dominion","","1978-04-25","0000-00-00"
"malcona01w","F",0,0,73.0,170,"Providence","","1975-11-27","0000-00-00"
"malloam01w","G",0,0,64.0,148,"St. Joseph's","","1970-04-21","0000-00-00"
"malloso01w","C",0,0,77.0,210,"Georgia Tech","","1981-09-02","0000-00-00"
"maltsev01w","G",0,0,71.0,165,"","","1978-12-20","0000-00-00"
"mannish01w","F-C",0,0,75.0,186,"North Carolina State","","1969-03-20","0000-00-00"
"mannkr01w","F",0,0,73.0,185,"UC Santa Barbara","","1983-08-10","0000-00-00"
"mapprh01w","C",0,0,74.0,190,"North Carolina State","","1969-10-13","0000-00-00"
"marcimi01w","G",0,0,70.0,154,"Tennessee","","1973-10-29","0000-00-00"
"margiga01w","F",0,0,73.0,164,"Drexel","","1987-02-12","0000-00-00"
"martima01w","F",0,0,76.0,172,"UCLA","","1978-04-17","0000-00-00"
"martinu01w","G",0,0,69.0,167,"","","1984-02-29","0000-00-00"
"mascira01w","F",0,0,72.0,169,"","","1980-09-30","0000-00-00"
"maslemi01w","F",0,0,74.0,170,"Penn State","","1974-10-10","0000-00-00"
"matteca01w","G",0,0,69.0,167,"Ohio State","","1982-08-22","0000-00-00"
"matteka01w","C",0,0,80.0,240,"Liberty","","1982-11-17","0000-00-00"
"maxwean01w","F",0,0,71.0,186,"New Mexico State","","1974-04-07","0000-00-00"
"maxwemo01w","F",0,0,69.0,162,"Louisiana Tech","","1976-12-21","0000-00-00"
"maytuet01w","F",0,0,72.0,0,"Oklahoma","","1973-04-28","0000-00-00"
"mazzake01w","G",0,0,72.0,155,"Penn State","","1982-02-02","0000-00-00"
"mccaibr01w","G",0,0,63.0,135,"Florida","","1979-09-21","0000-00-00"
"mccaiti01w","G-F",0,0,70.0,167,"Kentucky","","1976-10-06","0000-00-00"
"mccanra01w","F",0,0,73.0,161,"North Carolina","","1986-11-17","0000-00-00"
"mccarja01w","C",0,0,74.0,205,"Minnesota","","1982-11-03","0000-00-00"
"mccarjo01w","G",0,0,67.0,130,"Illinois-Chicago","","1974-10-26","0000-00-00"
"mccarst01w","G-F",0,0,69.0,155,"Purdue","","1977-06-20","0000-00-00"
"mcclaka01w","F-C",0,0,74.0,180,"Georgia","","1965-09-19","0000-00-00"
"mcconsu01w","G",0,0,65.0,125,"Penn State","","1966-07-29","0000-00-00"
"mccouan01w","F",0,0,73.0,160,"Louisville","","1986-09-10","0000-00-00"
"mccrada01w","G-F",0,0,71.0,170,"Kansas","","1987-10-08","0000-00-00"
"mccrani01w","G",0,0,71.0,158,"Tennessee","","1971-12-11","0000-00-00"
"mccrini01w","G",0,0,68.0,125,"USC","","1972-03-22","0000-00-00"
"mcculda01w","F-C",0,0,75.0,180,"Western Kentucky","","1975-01-18","0000-00-00"
"mcgeepa01w","C-F",0,0,75.0,200,"USC","","1962-12-01","0000-00-00"
"mcgheca01w","F-C",0,0,73.0,179,"Tennessee","","1968-03-06","0000-00-00"
"mchugma99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"mckivte01w","C-F",0,0,75.0,220,"Tulane","","1980-10-05","0000-00-00"
"mcwilta01w","F-C",0,0,74.0,188,"St. Edwards","","1970-10-20","0000-00-00"
"meadoma99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"melvich01w","C-F",0,0,75.0,185,"North Carolina State","","1976-05-03","0000-00-00"
"mendigi01w","G",0,0,71.0,174,"Washington","","1982-01-09","0000-00-00"
"miaomi01w","G",0,0,71.0,153,"","","1981-06-03","0000-00-00"
"millebr01w","C",0,0,76.0,0,"Florida State","","1987-08-10","0000-00-00"
"millech99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"milleco01w","G",0,0,69.0,140,"Georgia","","1978-09-06","0000-00-00"
"milleke01w","G",0,0,70.0,140,"Georgia","","1978-09-06","0000-00-00"
"millsta01w","C",0,0,75.0,232,"Alabama","","1976-02-29","0000-00-00"
"miltode01w","F",0,0,73.0,185,"Florida","","1974-09-11","0000-00-00"
"mitchle01w","G",0,0,65.0,130,"Utah","","1985-06-15","0000-00-00"
"mizrali01w","G",0,0,67.0,130,"Maryland","","1970-06-24","0000-00-00"
"moeggli01w","F",0,0,73.0,195,"Michigan State","","1984-05-25","0000-00-00"
"moisead01w","G",0,0,66.0,140,"","","1978-12-06","0000-00-00"
"mokanch01w","F",0,0,77.0,0,"Mississippi State (jr-sr)","Southeastern Illinois (fr-so)","1988-10-13","0000-00-00"
"monroja01w","C",0,0,77.0,162,"Florida State","","1988-09-04","0000-00-00"
"montaan01w","F",0,0,73.0,190,"George Washington","","1980-10-24","0000-00-00"
"montgal01w","G-F",0,0,73.0,185,"Georgia Tech","","1988-11-12","0000-00-00"
"montgre01w","G",0,0,67.0,139,"Connecticut","","1986-12-02","0000-00-00"
"mooreja01w","C",0,0,73.0,207,"Long Beach State","","1979-11-06","0000-00-00"
"mooreje01w","F-C",0,0,75.0,175,"Connecticut","","1982-07-09","0000-00-00"
"moorelo01w","G",0,0,69.0,165,"Tennessee","","1983-03-21","0000-00-00"
"moorema01w","F",0,0,72.0,175,"Connecticut","","1989-06-11","0000-00-00"
"moorena01w","G",0,0,70.0,145,"Alabama","","1984-11-04","0000-00-00"
"moorepe01w","F",0,0,72.0,135,"Long Beach State","","1969-01-25","0000-00-00"
"mooreta01w","G-F",0,0,71.0,167,"Wisconsin","","1980-04-11","0000-00-00"
"mooreyo01w","F",0,0,72.0,174,"Mississippi","","1974-07-01","0000-00-00"
"moosca01w","F-C",0,0,78.0,182,"Stanford","","1978-05-23","0000-00-00"
"morehmo01w","F-C",0,0,75.0,175,"Auburn","","1974-01-18","0000-00-00"
"morgale01w","F",0,0,73.0,0,"Francis Marion","","1969-11-01","0000-00-00"
"morrich01w","F",0,0,0.0,0,"Southern Nazarene","","0000-00-00","0000-00-00"
"morrije01w","G",0,0,69.0,146,"San Diego State","","1987-07-21","0000-00-00"
"morrila01w","F",0,0,73.0,160,"Auburn","","1974-05-26","0000-00-00"
"morrizi01w","C",0,0,76.0,0,"none","","1989-02-15","0000-00-00"
"mosbybe01w","F",0,0,73.0,172,"Baylor","Florida","1984-02-14","0000-00-00"
"mosleju01w","F",0,0,73.0,170,"Hawai'i","","1968-03-17","0000-00-00"
"moweje01w","C",0,0,77.0,236,"Oregon","","1978-02-25","0000-00-00"
"mulitna01w","C",0,0,75.0,207,"Stanford","","1976-03-06","0000-00-00"
"murphma99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"murphsh01w","G",0,0,71.0,164,"USC","","1985-04-15","0000-00-00"
"nagyan01w","G",0,0,67.0,147,"Florida International","","1971-11-16","0000-00-00"
"nanch01w","C",0,0,78.0,204,"","","1983-01-06","0000-00-00"
"ndiayas01w","F-C",0,0,75.0,182,"Southern Nazarene","","1973-11-05","0000-00-00"
"ndongem01w","C",0,0,74.0,170,"","","1983-04-25","0000-00-00"
"nemcoev01w","F",0,0,74.0,178,"","","1972-12-03","0000-00-00"
"neroja01w","F",0,0,71.0,180,"Alabama-Birmingham","","1968-11-08","0000-00-00"
"nevescl01w","G",0,0,68.0,136,"","","1975-02-17","0000-00-00"
"newtoch01w","G",0,0,71.0,154,"Rutgers","","1983-02-17","0000-00-00"
"ngarsch01w","C",0,0,75.0,168,"Missouri","","1983-06-23","0000-00-00"
"ngoyibe01w","C",0,0,76.0,195,"","","1982-08-26","0000-00-00"
"nichoti01w","G",0,0,63.0,146,"Penn State","","1973-09-27","0000-00-00"
"nieuwma01w","C",0,0,77.0,180,"Valparaiso","","1980-04-12","0000-00-00"
"nikolmi01w","F",0,0,75.0,185,"","","1971-07-04","0000-00-00"
"nnamach01w","G",0,0,72.0,156,"Georgia Tech","","1985-06-15","0000-00-00"
"nolande01w","G-F",0,0,69.0,147,"Georgia","","1979-08-25","0000-00-00"
"novosna01w","G",0,0,71.0,165,"Notre Dame","","0000-00-00","0000-00-00"
"nygaava01w","F",0,0,73.0,166,"Stanford","","1975-03-13","0000-00-00"
"ogayu01w","G",0,0,66.0,140,"","","1982-10-17","0000-00-00"
"ogwumnn01w","F",0,0,74.0,0,"Stanford","","1990-07-02","0000-00-00"
"oheaje01w","G-F",0,0,73.0,174,"Australian Institute of Sport","","1987-06-06","0000-00-00"
"ohldeni01w","F-C",0,0,77.0,190,"Kansas State","","1982-03-13","0000-00-00"
"olajuab01w","C",0,0,76.0,236,"Oklahoma","","1988-07-06","0000-00-00"
"oneilkr01w","G-F",0,0,73.0,158,"Washington","","1983-04-12","0000-00-00"
"orrki01w","G",0,0,66.0,141,"Duke","","1975-09-16","0000-00-00"
"osburde01w","C",0,0,76.0,0,"Oregon","","1972-02-11","0000-00-00"
"osipoir01w","C",0,0,77.0,190,"","","1981-06-25","0000-00-00"
"overtbo99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"owenhe01w","F",0,0,77.0,212,"Stanford","","1976-05-06","0000-00-00"
"owenssh01w","C",0,0,74.0,175,"Kentucky","","1978-05-16","0000-00-00"
"pageda01w","F",0,0,74.0,179,"Nebraska","","1986-11-14","0000-00-00"
"pagemu01w","F",0,0,74.0,160,"Florida","","1975-09-18","0000-00-00"
"paigeyo01w","G",0,0,66.0,147,"West Virginia","","1983-09-18","0000-00-00"
"paliesa01w","G",0,0,67.0,159,"","","1981-07-23","0000-00-00"
"palmewe01w","F",0,0,74.0,165,"Virginia","","1974-08-12","0000-00-00"
"parisco01w","C",0,0,76.0,250,"Oklahoma","","1987-09-21","0000-00-00"
"parkeca01w","F",0,0,76.0,175,"Tennessee","","1986-04-19","0000-00-00"
"parsoca99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"pascafl01w","C",0,0,76.0,187,"","","1982-01-19","0000-00-00"
"paschti01w","F",0,0,73.0,165,"Florida State","","1969-03-22","0000-00-00"
"pavlimi01w","F-C",0,0,75.0,175,"Denver","","1977-11-27","0000-00-00"
"payeka01w","G",0,0,68.0,150,"Stanford","","1974-03-06","0000-00-00"
"peckca99wc","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"pederka01w","F",0,0,76.0,190,"Stanford","","1989-04-04","0000-00-00"
"penicti01w","G",0,0,71.0,145,"Old Dominion","","1974-09-18","0000-00-00"
"pennjo01w","F",0,0,72.0,160,"South Carolina","","1979-09-10","0000-00-00"
"perazja01w","G-F",0,0,72.0,170,"Maryland","","1960-12-06","0000-00-00"
"perkiji01w","G",0,0,68.0,155,"Texas Tech","","1982-02-23","0000-00-00"
"perpeer01w","F-G",0,0,75.0,181,"The Master's College","","1979-06-05","0000-00-00"
"perroki01w","G",0,0,65.0,130,"SW Louisiana","","1967-01-18","1999-08-19"
"peterde01w","F",0,0,74.0,170,"Notre Dame","","1989-10-08","0000-00-00"
"petroso01w","F",0,0,73.0,0,"none","","1989-02-18","0000-00-00"
"pettibr01w","G",0,0,69.0,150,"Florida","","1971-01-01","0000-00-00"
"philler01w","G",0,0,67.0,162,"","","1985-05-19","0000-00-00"
"phillpo01w","F",0,0,74.0,173,"Georgia","","1988-01-13","0000-00-00"
"phillta01w","F-C",0,0,74.0,200,"Central Florida","","1969-03-06","0000-00-00"
"phillta02w","C",0,0,78.0,198,"Xavier","","1989-01-24","0000-00-00"
"pierspl01w","F-C",0,0,74.0,181,"Texas Tech","","1981-08-30","0000-00-00"
"plankju99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"plowdvi01w","F",0,0,72.0,0,"Miami (FL)","","1971-07-22","0000-00-00"
"pohleje01w","G",0,0,72.0,179,"Stanford","","1989-05-02","0000-00-00"
"pollica01w","F",0,0,77.0,165,"Texas","","1966-03-16","0000-00-00"
"pondeca01w","G",0,0,69.0,160,"Rutgers","","1983-01-07","0000-00-00"
"potthan01w","F",0,0,73.0,191,"Penn State","","1974-06-12","0000-00-00"
"powelel01w","G",0,0,68.0,150,"Louisiana State","","1975-08-09","0000-00-00"
"powelni01w","F",0,0,74.0,175,"Stanford","","1982-06-22","0000-00-00"
"prahasa01w","G",0,0,67.0,129,"Ohio State","","1990-01-23","0000-00-00"
"pricear01w","G-F",0,0,69.0,133,"Mississippi","","1985-04-03","0000-00-00"
"pricefr01w","G",0,0,69.0,178,"Iowa","","1968-04-28","0000-00-00"
"priceka01w","G",0,0,70.0,148,"Stephen F. Austin","","1975-12-03","1999-01-18"
"pridely01w","F-G",0,0,74.0,180,"Kansas","","1978-10-16","0000-00-00"
"princep01w","G",0,0,69.0,167,"Rutgers","","1988-01-11","0000-00-00"
"pringla01w","F-C",0,0,75.0,162,"North Carolina","","1986-09-11","0000-00-00"
"queenbr01w","F",0,0,74.0,185,"Boston College","","1984-04-10","0000-00-00"
"quiglal01w","G",0,0,70.0,140,"DePaul","","1986-06-20","0000-00-00"
"quinnno01w","G",0,0,72.0,175,"UCLA","","1985-01-03","0000-00-00"
"quinnte01w","F",0,0,76.0,165,"Seton Hall","","1974-09-07","0000-00-00"
"radunha01w","C",0,0,75.0,187,"","","1978-01-10","0000-00-00"
"raglafe01w","G",0,0,67.0,133,"Oregon State","","1980-02-03","0000-00-00"
"randase01w","G",0,0,69.0,164,"Tennessee","","1979-02-07","0000-00-00"
"rasmukr01w","F",0,0,76.0,174,"Michigan State","","1978-11-01","0000-00-00"
"ravenbr01w","G",0,0,72.0,162,"Texas","","1988-08-01","0000-00-00"
"raymost01w","G",0,0,65.0,139,"Northern Illinois","","1985-01-15","0000-00-00"
"raymota01w","F",0,0,74.0,195,"Connecticut","","1980-04-12","0000-00-00"
"reddja01w","F",0,0,73.0,164,"Washington","","1977-11-05","0000-00-00"
"redmoka01w","G-F",0,0,73.0,0,"Gonzaga","Washington","1988-10-11","0000-00-00"
"reedbr01w","F",0,0,73.0,168,"Southern Mississippi","","1977-02-17","0000-00-00"
"reedch01w","F",0,0,73.0,165,"Arkansas-Little Rock","","1989-03-28","0000-00-00"
"reedmi01w","G",0,0,71.0,165,"Western Kentucky","","1973-05-24","0000-00-00"
"reevech99wc","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"reidtr01w","F",0,0,71.0,150,"North Carolina","","1976-11-01","0000-00-00"
"reissta01w","G",0,0,66.0,129,"Virginia","","1970-04-02","0000-00-00"
"resska01w","F",0,0,76.0,194,"Boston College","","1985-06-26","0000-00-00"
"reynoch01w","F",0,0,74.0,180,"Houston","","1972-02-08","0000-00-00"
"richano99wc","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"rileyan01w","G",0,0,65.0,136,"Oklahoma State","","1988-07-22","0000-00-00"
"rileyru01w","C",0,0,77.0,198,"Notre Dame","","1979-08-28","0000-00-00"
"rizzoje01w","G",0,0,66.0,146,"Connecticut","","1974-05-15","0000-00-00"
"roberav01w","G",0,0,69.0,145,"Ohio State","","1970-01-29","0000-00-00"
"roberny01w","C",0,0,75.0,209,"Old Dominion","","1976-03-10","0000-00-00"
"robertr99w","",0,0,0.0,0,"","","0000-00-00","0000-00-00"
"robinas01w","C",0,0,76.0,180,"Tennessee","","1982-08-12","0000-00-00"
"robincr01w","F-G",0,0,71.0,155,"SE Oklahoma State","","1974-01-22","0000-00-00"
"robinda01w","G",0,0,69.0,125,"Oklahoma","","1989-05-10","0000-00-00"
