bioID,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,playerID,year,stint_x,tmID,lgID,GP_x,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,W,L,coachID,stint_y,won_x,lost_x,post_wins,post_losses,franchID,confID,rank,playoff,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,tmORB,tmDRB,tmTRB,opptmORB,opptmDRB,opptmTRB,won_y,lost_y,GP_y,homeW,homeL,awayW,awayL,confW,confL,min,attend
milleke01w,G,0,0,70.0,140,Georgia,,1978-09-06,milleke01w,3,0,CHA,WNBA,32,0,554,211,31,37,68,49,22,1,27,39,177,79,38,29,51,24,0,2,0,13,5,0,2,2,0,0,0,1,3,4,2,0,0,1,1,0,0,2,donovan99w,0,18,14,0,2,CHA,EA,2,Y,L,,,Charlotte Sting,770,1790,490,663,211,527,302,653,496,647,241,408,105,2241,778,1807,444,598,133,372,295,620,489,600,208,424,103,2133,0,0,0,0,0,0,18,14,32,11,5,7,9,12,9,6450,106670
owenssh01w,C,0,0,74.0,175,Kentucky,,1978-05-16,owenssh01w,3,0,CHA,WNBA,2,0,6,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,donovan99w,0,18,14,0,2,CHA,EA,2,Y,L,,,Charlotte Sting,770,1790,490,663,211,527,302,653,496,647,241,408,105,2241,778,1807,444,598,133,372,295,620,489,600,208,424,103,2133,0,0,0,0,0,0,18,14,32,11,5,7,9,12,9,6450,106670
shakiel01w,F-C,0,0,75.0,190,,,1970-06-02,shakiel01w,3,0,CHA,WNBA,1,0,5,1,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,donovan99w,0,18,14,0,2,CHA,EA,2,Y,L,,,Charlotte Sting,770,1790,490,663,211,527,302,653,496,647,241,408,105,2241,778,1807,444,598,133,372,295,620,489,600,208,424,103,2133,0,0,0,0,0,0,18,14,32,11,5,7,9,12,9,6450,106670
smithch02w,F,0,0,70.0,145,Stanford,,1975-05-02,smithch02w,3,0,CHA,WNBA,32,32,890,256,39,82,121,53,21,17,60,113,222,91,54,40,91,34,3,2,2,53,12,0,7,7,0,1,2,2,7,17,5,2,2,7,0,0,0,2,donovan99w,0,18,14,0,2,CHA,EA,2,Y,L,,,Charlotte Sting,770,1790,490,663,211,527,302,653,496,647,241,408,105,2241,778,1807,444,598,133,372,295,620,489,600,208,424,103,2133,0,0,0,0,0,0,18,14,32,11,5,7,9,12,9,6450,106670
staleda01w,G,0,0,66.0,134,Virginia,,1970-05-04,staleda01w,3,0,CHA,WNBA,32,32,1061,278,8,48,56,164,48,0,80,67,231,84,101,77,83,33,0,2,2,78,17,2,3,5,10,3,0,4,2,21,6,6,3,10,2,0,0,2,donovan99w,0,18,14,0,2,CHA,EA,2,Y,L,,,Charlotte Sting,770,1790,490,663,211,527,302,653,496,647,241,408,105,2241,778,1807,444,598,133,372,295,620,489,600,208,424,103,2133,0,0,0,0,0,0,18,14,32,11,5,7,9,12,9,6450,106670
stinsan01w,G,0,0,70.0,158,North Carolina State,,1967-11-25,stinsan01w,3,0,CHA,WNBA,32,32,950,411,37,140,177,91,37,9,52,56,349,159,93,64,70,29,0,2,2,65,30,7,4,11,9,7,0,4,4,25,12,2,2,7,4,0,0,2,donovan99w,0,18,14,0,2,CHA,EA,2,Y,L,,,Charlotte Sting,770,1790,490,663,211,527,302,653,496,647,241,408,105,2241,778,1807,444,598,133,372,295,620,489,600,208,424,103,2133,0,0,0,0,0,0,18,14,32,11,5,7,9,12,9,6450,106670
suttota01w,C,0,0,76.0,199,Rutgers,,1978-01-27,suttota01w,3,0,CHA,WNBA,32,29,885,382,76,115,191,15,29,36,49,125,243,129,174,124,0,0,3,2,2,56,15,4,8,12,0,1,1,7,6,14,7,6,1,0,0,0,0,2,donovan99w,0,18,14,0,2,CHA,EA,2,Y,L,,,Charlotte Sting,770,1790,490,663,211,527,302,653,496,647,241,408,105,2241,778,1807,444,598,133,372,295,620,489,600,208,424,103,2133,0,0,0,0,0,0,18,14,32,11,5,7,9,12,9,6450,106670
andrame01w,F,0,0,71.0,165,Old Dominion,,1975-12-31,andrame01w,1,0,CLE,WNBA,32,18,797,265,32,63,95,75,41,10,65,91,195,89,80,60,75,27,1,6,5,166,21,5,12,17,14,6,3,11,17,33,8,9,5,9,0,0,3,3,hugheda99w,0,17,15,3,3,CLE,EA,2,Y,W,L,,Cleveland Rockers,809,1828,426,570,141,407,331,603,539,647,259,538,91,2185,774,1761,455,583,119,368,277,596,540,693,305,552,95,2122,0,0,0,0,0,0,17,15,32,13,3,4,12,13,8,6500,137532
badertr01w,G,0,0,64.0,125,Boise State,,1973-02-26,badertr01w,1,0,CLE,WNBA,25,0,201,47,2,9,11,21,17,1,18,16,48,17,6,5,24,8,0,5,0,36,8,0,1,1,1,2,0,1,1,9,3,1,0,3,2,0,3,3,hugheda99w,0,17,15,3,3,CLE,EA,2,Y,W,L,,Cleveland Rockers,809,1828,426,570,141,407,331,603,539,647,259,538,91,2185,774,1761,455,583,119,368,277,596,540,693,305,552,95,2122,0,0,0,0,0,0,17,15,32,13,3,4,12,13,8,6500,137532
barnead01w,F,0,0,71.0,165,Arizona,,1977-02-03,barnead01w,1,0,CLE,WNBA,5,0,18,8,2,0,2,4,0,0,2,2,5,3,4,2,1,0,0,4,0,6,2,0,1,1,2,0,0,1,0,2,1,0,0,1,0,0,3,3,hugheda99w,0,17,15,3,3,CLE,EA,2,Y,W,L,,Cleveland Rockers,809,1828,426,570,141,407,331,603,539,647,259,538,91,2185,774,1761,455,583,119,368,277,596,540,693,305,552,95,2122,0,0,0,0,0,0,17,15,32,13,3,4,12,13,8,6500,137532
brownru01w,F,0,0,74.0,175,Furman,,1972-05-05,brownru01w,1,0,CLE,WNBA,30,22,679,253,54,70,124,44,38,13,59,81,187,93,78,66,2,1,0,6,6,167,63,19,15,34,10,17,2,17,17,45,21,24,21,1,0,0,3,3,hugheda99w,0,17,15,3,3,CLE,EA,2,Y,W,L,,Cleveland Rockers,809,1828,426,570,141,407,331,603,539,647,259,538,91,2185,774,1761,455,583,119,368,277,596,540,693,305,552,95,2122,0,0,0,0,0,0,17,15,32,13,3,4,12,13,8,6500,137532
darlihe01w,G,0,0,66.0,164,Penn State,,1978-08-29,darlihe01w,1,0,CLE,WNBA,32,0,556,155,24,39,63,65,37,5,67,52,150,47,65,48,38,13,0,6,0,106,33,7,13,20,13,7,0,6,5,28,9,14,10,13,5,0,3,3,hugheda99w,0,17,15,3,3,CLE,EA,2,Y,W,L,,Cleveland Rockers,809,1828,426,570,141,407,331,603,539,647,259,538,91,2185,774,1761,455,583,119,368,277,596,540,693,305,552,95,2122,0,0,0,0,0,0,17,15,32,13,3,4,12,13,8,6500,137532
edwarmi01w,G,0,0,69.0,150,Rutgers,,1966-03-06,edwarmi01w,1,1,CLE,WNBA,3,0,17,8,0,2,2,1,0,0,4,3,10,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,hugheda99w,0,17,15,3,3,CLE,EA,2,Y,W,L,,Cleveland Rockers,809,1828,426,570,141,407,331,603,539,647,259,538,91,2185,774,1761,455,583,119,368,277,596,540,693,305,552,95,2122,0,0,0,0,0,0,17,15,32,13,3,4,12,13,8,6500,137532
hallvi01w,F,0,0,73.0,180,Texas,,1969-10-03,hallvi01w,1,0,CLE,WNBA,32,10,577,150,24,68,92,24,17,8,25,60,158,59,34,22,42,10,0,6,1,69,21,5,10,15,4,0,1,2,4,24,10,1,0,5,1,0,3,3,hugheda99w,0,17,15,3,3,CLE,EA,2,Y,W,L,,Cleveland Rockers,809,1828,426,570,141,407,331,603,539,647,259,538,91,2185,774,1761,455,583,119,368,277,596,540,693,305,552,95,2122,0,0,0,0,0,0,17,15,32,13,3,4,12,13,8,6500,137532
johnspo01w,C,0,0,75.0,165,Michigan,,1975-11-06,johnspo01w,1,0,CLE,WNBA,12,0,57,17,7,7,14,2,0,1,8,9,10,5,12,7,0,0,0,4,0,6,7,1,1,2,1,0,0,0,0,3,3,2,1,0,0,0,3,3,hugheda99w,0,17,15,3,3,CLE,EA,2,Y,W,L,,Cleveland Rockers,809,1828,426,570,141,407,331,603,539,647,259,538,91,2185,774,1761,455,583,119,368,277,596,540,693,305,552,95,2122,0,0,0,0,0,0,17,15,32,13,3,4,12,13,8,6500,137532
jonesme01w,G,0,0,69.0,147,Florida,,1973-07-21,jonesme01w,1,0,CLE,WNBA,32,32,948,352,52,87,139,63,29,2,60,86,323,153,47,32,45,14,2,6,6,207,83,11,32,43,11,7,0,8,14,86,34,12,9,20,6,0,3,3,hugheda99w,0,17,15,3,3,CLE,EA,2,Y,W,L,,Cleveland Rockers,809,1828,426,570,141,407,331,603,539,647,259,538,91,2185,774,1761,455,583,119,368,277,596,540,693,305,552,95,2122,0,0,0,0,0,0,17,15,32,13,3,4,12,13,8,6500,137532
mcconsu01w,G,0,0,65.0,125,Penn State,,1966-07-29,mcconsu01w,1,0,CLE,WNBA,32,32,705,173,9,41,50,119,15,1,69,30,140,58,25,19,97,38,0,6,6,147,39,3,11,14,25,5,1,16,5,45,14,2,2,36,9,0,3,3,hugheda99w,0,17,15,3,3,CLE,EA,2,Y,W,L,,Cleveland Rockers,809,1828,426,570,141,407,331,603,539,647,259,538,91,2185,774,1761,455,583,119,368,277,596,540,693,305,552,95,2122,0,0,0,0,0,0,17,15,32,13,3,4,12,13,8,6500,137532
melvich01w,C-F,0,0,75.0,185,North Carolina State,,1976-05-03,melvich01w,1,0,CLE,WNBA,32,32,904,373,69,103,172,61,29,18,62,113,289,136,137,100,7,1,4,6,6,183,53,16,24,40,11,5,3,11,20,38,20,18,13,1,0,0,3,3,hugheda99w,0,17,15,3,3,CLE,EA,2,Y,W,L,,Cleveland Rockers,809,1828,426,570,141,407,331,603,539,647,259,538,91,2185,774,1761,455,583,119,368,277,596,540,693,305,552,95,2122,0,0,0,0,0,0,17,15,32,13,3,4,12,13,8,6500,137532
nemcoev01w,F,0,0,74.0,178,,,1972-12-03,nemcoev01w,1,0,CLE,WNBA,14,14,443,185,9,32,41,23,15,8,27,29,164,67,24,22,71,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,hugheda99w,0,17,15,3,3,CLE,EA,2,Y,W,L,,Cleveland Rockers,809,1828,426,570,141,407,331,603,539,647,259,538,91,2185,774,1761,455,583,119,368,277,596,540,693,305,552,95,2122,0,0,0,0,0,0,17,15,32,13,3,4,12,13,8,6500,137532
wautean01w,C,0,0,76.0,193,,,1980-10-12,wautean01w,1,0,CLE,WNBA,32,0,598,199,47,82,129,37,21,24,63,75,149,78,58,43,2,0,0,6,0,107,28,5,13,18,5,3,3,8,7,27,13,6,2,2,0,0,3,3,hugheda99w,0,17,15,3,3,CLE,EA,2,Y,W,L,,Cleveland Rockers,809,1828,426,570,141,407,331,603,539,647,259,538,91,2185,774,1761,455,583,119,368,277,596,540,693,305,552,95,2122,0,0,0,0,0,0,17,15,32,13,3,4,12,13,8,6500,137532
andrame01w,F,0,0,71.0,165,Old Dominion,,1975-12-31,andrame01w,2,0,CLE,WNBA,32,32,893,152,21,66,87,100,51,10,61,77,171,58,45,30,30,6,0,3,3,72,13,5,4,9,1,2,2,7,9,17,6,0,0,2,1,0,1,2,hugheda99w,0,22,10,1,2,CLE,EA,1,Y,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,434,597,225,496,127,1788,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373
badertr01w,G,0,0,64.0,125,Boise State,,1973-02-26,badertr01w,2,0,CLE,WNBA,19,0,114,21,2,10,12,11,5,0,8,7,20,8,0,0,13,5,0,1,0,4,0,1,0,1,0,0,0,0,0,2,0,0,0,2,0,0,1,2,hugheda99w,0,22,10,1,2,CLE,EA,1,Y,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,434,597,225,496,127,1788,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373
barnead01w,F,0,0,71.0,165,Arizona,,1977-02-03,barnead01w,2,0,CLE,WNBA,3,0,3,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,hugheda99w,0,22,10,1,2,CLE,EA,1,Y,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,434,597,225,496,127,1788,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373
brownru01w,F,0,0,74.0,175,Furman,,1972-05-05,brownru01w,2,0,CLE,WNBA,30,24,760,249,49,83,132,37,44,10,37,73,195,101,63,46,1,1,1,3,1,62,25,2,6,8,5,4,2,3,9,15,10,6,5,0,0,0,1,2,hugheda99w,0,22,10,1,2,CLE,EA,1,Y,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,434,597,225,496,127,1788,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373
darlihe01w,G,0,0,66.0,164,Penn State,,1978-08-29,darlihe01w,2,0,CLE,WNBA,32,32,778,196,18,58,76,109,34,4,70,59,166,59,72,55,70,23,0,3,3,80,18,5,6,11,19,7,1,5,9,27,5,6,5,9,3,0,1,2,hugheda99w,0,22,10,1,2,CLE,EA,1,Y,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,434,597,225,496,127,1788,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373
hallvi01w,F,0,0,73.0,180,Texas,,1969-10-03,hallvi01w,2,1,CLE,WNBA,14,6,225,65,10,23,33,9,1,5,11,22,66,27,8,4,22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,hugheda99w,0,22,10,1,2,CLE,EA,1,Y,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,434,597,225,496,127,1788,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373
johnspo01w,C,0,0,75.0,165,Michigan,,1975-11-06,johnspo01w,2,0,CLE,WNBA,18,0,119,28,12,19,31,4,0,2,10,12,27,12,9,4,0,0,0,1,0,4,0,1,1,2,1,0,0,1,1,0,0,0,0,0,0,0,1,2,hugheda99w,0,22,10,1,2,CLE,EA,1,Y,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,434,597,225,496,127,1788,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373
jonesme01w,G,0,0,69.0,147,Florida,,1973-07-21,jonesme01w,2,0,CLE,WNBA,30,30,998,404,43,121,164,45,29,4,53,59,377,165,82,65,34,9,0,3,3,103,36,8,10,18,9,1,1,3,5,32,15,5,5,3,1,0,1,2,hugheda99w,0,22,10,1,2,CLE,EA,1,Y,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,434,597,225,496,127,1788,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373
melvich01w,C-F,0,0,75.0,185,North Carolina State,,1976-05-03,melvich01w,2,0,CLE,WNBA,27,20,754,266,66,88,154,50,24,16,45,81,215,102,86,60,2,2,0,3,2,81,24,6,6,12,6,2,2,6,5,16,8,11,8,0,0,0,1,2,hugheda99w,0,22,10,1,2,CLE,EA,1,Y,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,434,597,225,496,127,1788,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373
nemcoev01w,F,0,0,74.0,178,,,1972-12-03,nemcoev01w,2,0,CLE,WNBA,8,2,113,34,1,9,10,8,2,5,6,9,38,13,8,5,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,hugheda99w,0,22,10,1,2,CLE,EA,1,Y,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,434,597,225,496,127,1788,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373
rizzoje01w,G,0,0,66.0,146,Connecticut,,1974-05-15,rizzoje01w,2,0,CLE,WNBA,32,0,476,119,2,28,30,51,25,2,41,30,110,42,11,7,73,28,0,3,0,45,6,0,3,3,7,0,0,0,2,6,2,0,0,6,2,0,1,2,hugheda99w,0,22,10,1,2,CLE,EA,1,Y,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,434,597,225,496,127,1788,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373
sauerpa01w,C,0,0,76.0,203,Connecticut,,1977-12-08,sauerpa01w,2,0,CLE,WNBA,2,0,4,2,1,1,2,0,0,1,1,1,3,1,0,0,0,0,0,1,0,4,2,0,1,1,0,0,0,1,0,3,1,0,0,0,0,0,1,2,hugheda99w,0,22,10,1,2,CLE,EA,1,Y,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,434,597,225,496,127,1788,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373
taylope01w,F,0,0,73.0,168,,,1981-05-24,taylope01w,2,0,CLE,WNBA,32,0,561,230,36,76,112,44,35,11,38,46,225,86,46,36,73,22,0,3,0,59,21,2,7,9,3,6,1,5,4,25,8,4,3,11,2,0,1,2,hugheda99w,0,22,10,1,2,CLE,EA,1,Y,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,434,597,225,496,127,1788,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373
wautean01w,C,0,0,76.0,193,,,1980-10-12,wautean01w,2,0,CLE,WNBA,24,14,622,234,35,79,114,35,17,13,50,55,153,87,75,60,2,0,0,3,3,86,34,6,4,10,2,2,3,4,10,19,13,9,8,0,0,0,1,2,hugheda99w,0,22,10,1,2,CLE,EA,1,Y,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,434,597,225,496,127,1788,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373
wolvean01w,F-C,0,0,75.0,205,Oregon,,1978-12-08,wolvean01w,2,0,CLE,WNBA,1,0,5,2,1,0,1,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,hugheda99w,0,22,10,1,2,CLE,EA,1,Y,L,,,Cleveland Rockers,763,1770,372,505,106,335,297,662,503,532,267,444,83,2004,664,1745,328,444,132,417,297,594,434,597,225,496,127,1788,0,0,0,0,0,0,22,10,32,14,2,8,8,15,6,6425,147373
arcaija01w,G,0,0,71.0,147,none,,1969-04-11,arcaija01w,1,0,HOU,WNBA,32,32,977,268,36,83,119,60,42,3,53,66,233,109,49,41,45,9,1,6,6,201,50,6,21,27,12,10,0,16,14,47,21,7,6,7,2,0,6,0,chancva99w,0,27,5,6,0,HOU,WE,2,Y,W,W,W,Houston Comets,891,1894,521,634,172,491,273,724,494,554,284,440,104,2475,786,1938,370,508,124,418,290,612,473,648,233,480,85,2066,0,0,0,0,0,0,27,5,32,14,2,13,3,17,4,6475,196077
coopecy01w,G,0,0,70.0,150,USC,,1963-04-14,coopecy01w,1,0,HOU,WNBA,31,31,1085,550,17,68,85,156,39,6,99,61,392,180,168,147,121,43,0,6,6,228,136,5,10,15,22,9,1,18,11,119,45,39,35,32,11,0,6,0,chancva99w,0,27,5,6,0,HOU,WE,2,Y,W,W,W,Houston Comets,891,1894,521,634,172,491,273,724,494,554,284,440,104,2475,786,1938,370,508,124,418,290,612,473,648,233,480,85,2066,0,0,0,0,0,0,27,5,32,14,2,13,3,17,4,6475,196077
gibsoke01w,F-G,0,0,70.0,136,Maryland,,1976-11-10,gibsoke01w,1,0,HOU,WNBA,17,0,76,24,4,8,12,2,1,0,4,11,19,7,8,7,7,3,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,chancva99w,0,27,5,6,0,HOU,WE,2,Y,W,W,W,Houston Comets,891,1894,521,634,172,491,273,724,494,554,284,440,104,2475,786,1938,370,508,124,418,290,612,473,648,233,480,85,2066,0,0,0,0,0,0,27,5,32,14,2,13,3,17,4,6475,196077
jacksta01w,F-C,0,0,75.0,179,Florida,,1962-12-03,jacksta01w,1,0,HOU,WNBA,29,1,339,76,18,43,61,11,12,9,24,62,61,35,11,6,0,0,0,6,0,94,16,9,8,17,0,4,4,2,9,14,8,0,0,0,0,0,6,0,chancva99w,0,27,5,6,0,HOU,WE,2,Y,W,W,W,Houston Comets,891,1894,521,634,172,491,273,724,494,554,284,440,104,2475,786,1938,370,508,124,418,290,612,473,648,233,480,85,2066,0,0,0,0,0,0,27,5,32,14,2,13,3,17,4,6475,196077
johnsti01w,C,0,0,76.0,240,Tennessee,,1975-12-27,johnsti01w,1,0,HOU,WNBA,31,29,687,131,59,88,147,10,10,16,17,86,100,48,50,35,0,0,1,6,6,135,22,12,17,29,1,3,2,7,15,20,10,2,2,0,0,0,6,0,chancva99w,0,27,5,6,0,HOU,WE,2,Y,W,W,W,Houston Comets,891,1894,521,634,172,491,273,724,494,554,284,440,104,2475,786,1938,370,508,124,418,290,612,473,648,233,480,85,2066,0,0,0,0,0,0,27,5,32,14,2,13,3,17,4,6475,196077
lambmo01w,C,0,0,77.0,206,USC,,1964-10-11,lambmo01w,1,0,HOU,WNBA,13,2,140,26,5,21,26,3,2,4,4,23,20,10,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,chancva99w,0,27,5,6,0,HOU,WE,2,Y,W,W,W,Houston Comets,891,1894,521,634,172,491,273,724,494,554,284,440,104,2475,786,1938,370,508,124,418,290,612,473,648,233,480,85,2066,0,0,0,0,0,0,27,5,32,14,2,13,3,17,4,6475,196077
rizzoje01w,G,0,0,66.0,146,Connecticut,,1974-05-15,rizzoje01w,1,0,HOU,WNBA,32,2,437,60,6,30,36,44,15,2,26,38,55,21,9,6,39,12,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,chancva99w,0,27,5,6,0,HOU,WE,2,Y,W,W,W,Houston Comets,891,1894,521,634,172,491,273,724,494,554,284,440,104,2475,786,1938,370,508,124,418,290,612,473,648,233,480,85,2066,0,0,0,0,0,0,27,5,32,14,2,13,3,17,4,6475,196077
shakiel01w,F-C,0,0,75.0,190,,,1970-06-02,shakiel01w,1,0,HOU,WNBA,14,0,150,57,14,17,31,4,5,2,7,12,30,13,33,29,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,chancva99w,0,27,5,6,0,HOU,WE,2,Y,W,W,W,Houston Comets,891,1894,521,634,172,491,273,724,494,554,284,440,104,2475,786,1938,370,508,124,418,290,612,473,648,233,480,85,2066,0,0,0,0,0,0,27,5,32,14,2,13,3,17,4,6475,196077
swoopsh01w,F-G,0,0,72.0,145,Texas Tech,,1971-03-25,swoopsh01w,1,0,HOU,WNBA,31,31,1090,643,40,155,195,119,87,33,82,67,484,245,145,119,91,34,0,6,6,220,113,9,25,34,19,17,0,12,11,87,41,29,23,17,8,0,6,0,chancva99w,0,27,5,6,0,HOU,WE,2,Y,W,W,W,Houston Comets,891,1894,521,634,172,491,273,724,494,554,284,440,104,2475,786,1938,370,508,124,418,290,612,473,648,233,480,85,2066,0,0,0,0,0,0,27,5,32,14,2,13,3,17,4,6475,196077
thompti01w,F,0,0,74.0,178,USC,,1975-02-10,thompti01w,1,0,HOU,WNBA,32,32,1087,540,68,177,245,48,47,25,84,88,407,191,123,103,132,55,0,6,6,233,76,17,31,48,10,5,5,10,19,62,25,18,17,23,9,0,6,0,chancva99w,0,27,5,6,0,HOU,WE,2,Y,W,W,W,Houston Comets,891,1894,521,634,172,491,273,724,494,554,284,440,104,2475,786,1938,370,508,124,418,290,612,473,648,233,480,85,2066,0,0,0,0,0,0,27,5,32,14,2,13,3,17,4,6475,196077
valdeam01w,F,0,0,73.0,160,,,1976-08-18,valdeam01w,1,0,HOU,WNBA,22,0,171,57,3,18,21,13,8,4,13,21,60,20,6,6,29,11,0,3,0,16,9,1,3,4,0,1,0,0,0,5,2,4,4,3,1,0,6,0,chancva99w,0,27,5,6,0,HOU,WE,2,Y,W,W,W,Houston Comets,891,1894,521,634,172,491,273,724,494,554,284,440,104,2475,786,1938,370,508,124,418,290,612,473,648,233,480,85,2066,0,0,0,0,0,0,27,5,32,14,2,13,3,17,4,6475,196077
washico01w,G,0,0,66.0,138,Notre Dame,,1971-01-17,washico01w,1,0,HOU,WNBA,25,0,236,43,3,16,19,24,16,0,19,19,33,12,20,16,15,3,0,6,0,92,14,4,7,11,6,5,1,8,4,9,3,6,5,7,3,0,6,0,chancva99w,0,27,5,6,0,HOU,WE,2,Y,W,W,W,Houston Comets,891,1894,521,634,172,491,273,724,494,554,284,440,104,2475,786,1938,370,508,124,418,290,612,473,648,233,480,85,2066,0,0,0,0,0,0,27,5,32,14,2,13,3,17,4,6475,196077
arcaija01w,G,0,0,71.0,147,none,,1969-04-11,arcaija01w,2,0,HOU,WNBA,32,32,1154,591,49,87,136,94,60,3,83,82,509,217,150,135,66,22,1,2,2,71,29,2,9,11,5,2,0,5,5,34,13,2,2,8,1,0,0,2,chancva99w,0,19,13,0,2,HOU,WE,4,Y,L,,,Houston Comets,747,1908,415,539,138,435,348,710,426,509,251,436,95,2047,740,1883,362,504,152,456,297,685,452,561,248,433,120,1994,0,0,0,0,0,0,19,13,32,11,5,8,8,13,8,6450,181115
gibsoke01w,F-G,0,0,70.0,136,Maryland,,1976-11-10,gibsoke01w,2,0,HOU,WNBA,28,6,288,44,6,23,29,13,8,6,15,20,57,13,22,15,21,3,0,2,2,23,7,0,3,3,0,1,0,2,1,7,3,0,0,3,1,0,0,2,chancva99w,0,19,13,0,2,HOU,WE,4,Y,L,,,Houston Comets,747,1908,415,539,138,435,348,710,426,509,251,436,95,2047,740,1883,362,504,152,456,297,685,452,561,248,433,120,1994,0,0,0,0,0,0,19,13,32,11,5,8,8,13,8,6450,181115
