bioID,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate
smithch02w,F,0,0,70.0,145,Stanford,,1975-05-02
smithch03w,G,0,0,72.0,148,North Carolina,,1973-08-23
smithcr01w,G,0,0,66.0,121,Iowa,,1984-03-12
smithje01w,C,0,0,75.0,198,Michigan,,1982-04-10
smithka01w,G-F,0,0,71.0,174,Ohio State,,1974-06-04
smithki01w,F,0,0,73.0,158,Utah,,1984-05-07
smithla01w,G,0,0,67.0,150,Mississippi State,,1974-02-06
smithta01w,F-C,0,0,76.0,160,Iowa,,1977-04-01
smithty01w,F,0,0,72.0,0,Delaware,,1985-04-21
smithwa01w,G,0,0,71.0,175,Duke,,1985-07-09
snellbe01w,G,0,0,69.0,170,University of Sydney,,1981-10-01
snowmi01w,C,0,0,77.0,158,Tennessee,,1980-03-20
spencsi01w,G,0,0,75.0,183,Tennessee,,1985-03-07
spornra01w,F,0,0,74.0,150,,,1968-05-26
stafftr01w,F,0,0,73.0,180,California,,1970-11-11
staleda01w,G,0,0,66.0,134,Virginia,,1970-05-04
stansti01w,F-C,0,0,75.0,183,North Carolina State,,1983-01-16
starbka01w,G,0,0,73.0,153,Stanford,,1975-07-30
stedika01w,F-G,0,0,72.0,173,Stanford,,1967-12-11
stepama01w,C,0,0,80.0,187,,,1979-02-23
stephst01w,C,0,0,76.0,205,Texas,,1982-01-21
stevema01w,F-C,0,0,75.0,166,Auburn,,1982-02-04
stileja01w,G,0,0,68.0,144,Missouri State,,1978-12-21
stinsan01w,G,0,0,70.0,158,North Carolina State,,1967-11-25
stiresh01w,F,0,0,71.0,208,Kansas State,,1972-05-21
stockta01w,F-C,0,0,74.0,165,Florida,,1979-01-29
streiju01w,F,0,0,74.0,165,,,1972-05-14
strotan01w,G-F,0,0,75.0,166,Connecticut,,1983-12-11
summela01w,C,0,0,74.0,167,,,1983-12-13
sun-mju01w,C,0,0,73.0,168,,,1974-10-12
suttota01w,C,0,0,76.0,199,Rutgers,,1978-01-27
swanike01w,G,0,0,67.0,144,Connecticut,,1986-08-10
swoopsh01w,F-G,0,0,72.0,145,Texas Tech,,1971-03-25
tateso01w,G,0,0,66.0,157,Arkansas State,,1971-09-07
tauradi01w,F-G,0,0,72.0,172,Connecticut,,1982-06-11
tayloli01w,C,0,0,80.0,200,UC Santa Barbara,,1981-05-20
taylope01w,F,0,0,73.0,168,,,1981-05-24
teaslni01w,G,0,0,72.0,169,North Carolina,,1979-03-22
teilaza01w,C,0,0,79.0,170,Western Illinois,,1983-09-24
terryka01w,C-F,0,0,75.0,183,Georgia Tech,,1983-10-21
thomaca01w,F,0,0,75.0,200,Vanderbilt,,1985-10-31
thomach01w,C,0,0,75.0,185,Georgia,,1982-08-14
thomala01w,F,0,0,74.0,165,Mississippi State,,1981-07-06
thomast01w,F,0,0,70.0,154,Michigan,,1978-08-29
thompal01w,F,0,0,73.0,180,Texas Tech,,1976-06-30
thompti01w,F,0,0,74.0,178,USC,,1975-02-10
thorbsh01w,G,0,0,69.0,149,Utah,,1982-08-07
thorner01w,G,0,0,70.0,150,Brigham Young,,1981-05-19
threaro01w,G,0,0,67.0,150,Wisconsin,,1970-07-01
tilliic01w,C-F,0,0,77.0,165,Duke,,1981-12-06
timmsmi01w,G,0,0,67.0,132,,,1965-06-28
tolivkr01w,G,0,0,67.0,130,Maryland,,1987-01-27
torniel01w,F,0,0,73.0,160,,,1965-05-27
torrele01w,C,0,0,75.0,171,Florida State,,1978-04-06
traviti01w,G-F,0,0,71.0,145,Flordia,,1978-03-20
tremich01w,G,0,0,66.0,142,Auburn,,1969-10-20
turneba01w,G-F,0,0,72.0,172,Connecticut,,1984-06-08
tuvicsl01w,C,0,0,76.0,194,,,1977-09-19
udokamf01w,F,0,0,72.0,187,DePaul,,1976-06-16
ujhelpe01w,F-C,0,0,76.0,200,South Carolina,,1980-12-17
umoh-it01w,G,0,0,67.0,140,Clemson,,1977-02-21
valdeam01w,F,0,0,73.0,160,,,1976-08-18
vangomi01w,C,0,0,78.0,187,Duke,,1977-05-10
vaughki01w,C,0,0,76.0,208,Rutgers,,1987-01-24
vaughkr01w,F,0,0,73.0,160,Virginia Commonwealth,,1986-09-08
vealkr01w,G,0,0,70.0,150,,,1981-07-24
vilipda01w,F-C,0,0,76.0,207,,,1975-03-30
vodicka01w,F-C,0,0,76.0,190,,,1972-12-19
vodopna01w,F,0,0,75.0,181,,,1981-04-06
walkeas01w,F-C,0,0,73.0,200,California,,1987-02-24
walkeay01w,F,0,0,75.0,142,Louisiana Tech,,1979-09-10
walkede01w,F,0,0,75.0,168,Virginia,,1977-11-28
walkema01w,C,0,0,75.0,253,Pittsburgh,,1986-10-17
walsema01w,F,0,0,74.0,184,Penn State,,1978-10-28
washico01w,G,0,0,66.0,138,Notre Dame,,1971-01-17
washito01w,F,0,0,71.0,160,Florida,,1977-12-30
wautean01w,C,0,0,76.0,193,,,1980-10-12
weathte01w,G,0,0,68.0,161,Louisiana Tech,,1965-12-08
webbum01w,G-F,0,0,70.0,162,North Carolina State,,1975-06-26
weberma01w,C,0,0,77.0,200,Iona,,1982-06-01
weckeke01w,F,0,0,73.0,172,Kansas State,,1982-12-16
whaleli01w,G,0,0,68.0,150,Minnesota,,1982-05-09
whitede01w,F,0,0,71.0,180,Louisiana State,,1980-04-03
whiteer01w,G,0,0,63.0,135,Louisiana State,,1986-08-26
whiteta01w,G,0,0,67.0,154,Mississippi State,,1982-09-27
whitiva01w,C-F,0,0,74.0,199,Stanford,,1972-04-09
whitmta01w,F,0,0,74.0,190,Memphis,,1977-06-05
whittje01w,C,0,0,77.0,176,,,1973-09-05
whittkh01w,F,0,0,73.0,185,North Carolina State,,1986-08-05
wickssu01w,F,0,0,75.0,191,Rutgers,,1966-11-26
widemja01w,G,0,0,66.0,135,Stanford,,1975-10-16
wiggica01w,G,0,0,71.0,154,Stanford,,1987-02-14
wilkibr01w,C,0,0,75.0,185,Iowa State,,1983-06-15
williad01w,F-C,0,0,77.0,170,USC,,1977-02-15
willian01w,G,0,0,72.0,149,Illinois,,1983-07-21
willibe01w,G,0,0,69.0,145,Texas,,1965-11-09
willile01w,F,0,0,72.0,200,Auburn,,1981-02-10
willile02w,G-F,0,0,71.0,155,DePaul,,1979-07-04
willili01w,G,0,0,71.0,170,UCLA,,1984-06-13
willina01w,F-C,0,0,74.0,210,UCLA,,1970-11-30
williri01w,G,0,0,66.0,135,Connecticut,,1976-01-14
willish01w,G,0,0,66.0,135,Oregon,,1980-04-14
willita01w,G,0,0,71.0,170,Auburn,,1974-07-23
willito01w,G,0,0,68.0,138,Texas A&M,,1982-01-11
williwe01w,G,0,0,67.0,141,Arkansas,,1978-11-18
wilsoam01w,F,0,0,71.0,176,Louisiana Tech,,1977-02-06
wirthch01w,F,0,0,73.0,185,Vanderbilt,,1987-04-18
wisdoli01w,F,0,0,74.0,186,Purdue,,1986-05-26
witheso01w,G,0,0,70.0,145,Florida,,1969-07-06
wolteka01w,C,0,0,79.0,227,Connecticut,,1975-08-15
wolvean01w,F-C,0,0,75.0,205,Oregon,,1978-12-08
wrighsh01w,F,0,0,70.0,155,Purdue,,1981-09-21
wrighta01w,G,0,0,71.0,165,Penn State,,1983-11-20
wyckobr01w,F,0,0,73.0,183,Florida State,,1980-03-30
wynneda01w,F,0,0,74.0,175,Seton Hall,,1975-02-02
yamasli01w,G,0,0,73.0,190,Stanford,,1980-06-02
yilmane01w,F-C,0,0,76.0,193,,,1980-06-06
youngca01w,G,0,0,69.0,175,Auburn,,1969-07-28
youngso01w,F,0,0,73.0,165,Baylor,,1983-12-15
youngta01w,F,0,0,74.0,166,James Madison,,1986-10-30
zakalok01w,C,0,0,78.0,174,,,1977-12-18
zarafr01w,G,0,0,70.0,146,,,1976-12-08
zellosh01w,G,0,0,70.0,155,Pittsburgh,,1986-08-28
zirkozu01w,G,0,0,69.0,145,,,1980-06-06
zollsh01w,G,0,0,67.0,148,Virginia,,1986-07-11
