bioID,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,year,stint_x,tmID,GP_x,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,W,L,coachID,stint_y,won_x,lost_x,post_wins,post_losses,franchID,confID,rank,playoff,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,tmORB,tmDRB,tmTRB,opptmORB,opptmDRB,opptmTRB,won_y,lost_y,GP_y,homeW,homeL,awayW,awayL,confW,confL,min,attend
boltoru01w,G,0,0,69.0,150,Auburn,,1967-05-25,4,0,SAC,33,0,521,149,15,42,57,35,33,2,21,52,175,55,26,20,98,19,0,6,0,91,15,2,8,10,6,2,0,5,10,28,6,0,0,12,3,0,3.0,3.0,mchugma99w,1,7,11,0,0,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
boltoru01w,G,0,0,69.0,150,Auburn,,1967-05-25,4,0,SAC,33,0,521,149,15,42,57,35,33,2,21,52,175,55,26,20,98,19,0,6,0,91,15,2,8,10,6,2,0,5,10,28,6,0,0,12,3,0,3.0,3.0,whisejo99w,2,12,4,3,3,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
campbed01w,G,0,0,68.0,152,Texas,,1968-11-26,4,0,SAC,34,34,724,267,17,53,70,43,21,5,43,42,244,98,33,25,111,46,0,6,6,148,40,1,3,4,11,1,0,8,11,36,17,2,2,16,4,0,3.0,3.0,mchugma99w,1,7,11,0,0,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
campbed01w,G,0,0,68.0,152,Texas,,1968-11-26,4,0,SAC,34,34,724,267,17,53,70,43,21,5,43,42,244,98,33,25,111,46,0,6,6,148,40,1,3,4,11,1,0,8,11,36,17,2,2,16,4,0,3.0,3.0,whisejo99w,2,12,4,3,3,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
frettla01w,F,0,0,75.0,170,Georgia,,1975-06-12,4,0,SAC,24,4,150,36,9,14,23,12,2,3,10,16,47,17,2,1,2,1,0,1,0,9,2,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,3.0,3.0,mchugma99w,1,7,11,0,0,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
frettla01w,F,0,0,75.0,170,Georgia,,1975-06-12,4,0,SAC,24,4,150,36,9,14,23,12,2,3,10,16,47,17,2,1,2,1,0,1,0,9,2,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,3.0,3.0,whisejo99w,2,12,4,3,3,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
griffyo01w,C-F,0,0,75.0,188,Florida Atlantic,,1970-03-01,4,0,SAC,34,34,1015,469,92,156,248,46,57,39,75,125,332,161,190,147,2,0,3,6,6,200,103,19,34,53,7,7,6,12,16,67,36,34,31,0,0,0,3.0,3.0,mchugma99w,1,7,11,0,0,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
griffyo01w,C-F,0,0,75.0,188,Florida Atlantic,,1970-03-01,4,0,SAC,34,34,1015,469,92,156,248,46,57,39,75,125,332,161,190,147,2,0,3,6,6,200,103,19,34,53,7,7,6,12,16,67,36,34,31,0,0,0,3.0,3.0,whisejo99w,2,12,4,3,3,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
groomla01w,G-F,0,0,70.0,160,Georgia,,1970-09-12,4,0,SAC,34,9,470,111,15,31,46,29,17,5,21,27,112,45,26,21,1,0,0,6,0,65,15,2,3,5,3,1,0,1,3,12,7,2,1,0,0,0,3.0,3.0,mchugma99w,1,7,11,0,0,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
groomla01w,G-F,0,0,70.0,160,Georgia,,1970-09-12,4,0,SAC,34,9,470,111,15,31,46,29,17,5,21,27,112,45,26,21,1,0,0,6,0,65,15,2,3,5,3,1,0,1,3,12,7,2,1,0,0,0,3.0,3.0,whisejo99w,2,12,4,3,3,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
lawsoka01w,G,0,0,69.0,165,Tennessee,,1981-02-14,4,0,SAC,34,0,769,263,30,77,107,56,15,5,42,45,227,89,40,31,135,54,0,6,0,154,32,2,21,23,16,1,2,4,8,42,9,8,7,23,7,0,3.0,3.0,mchugma99w,1,7,11,0,0,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
lawsoka01w,G,0,0,69.0,165,Tennessee,,1981-02-14,4,0,SAC,34,0,769,263,30,77,107,56,15,5,42,45,227,89,40,31,135,54,0,6,0,154,32,2,21,23,16,1,2,4,8,42,9,8,7,23,7,0,3.0,3.0,whisejo99w,2,12,4,3,3,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
maigaha01w,G-F,0,0,73.0,160,Old Dominion,,1978-04-25,4,0,SAC,22,0,190,42,13,24,37,14,18,2,14,27,52,17,20,8,0,0,0,4,0,15,2,1,2,3,2,0,0,5,4,3,1,0,0,0,0,0,3.0,3.0,mchugma99w,1,7,11,0,0,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
maigaha01w,G-F,0,0,73.0,160,Old Dominion,,1978-04-25,4,0,SAC,22,0,190,42,13,24,37,14,18,2,14,27,52,17,20,8,0,0,0,4,0,15,2,1,2,3,2,0,0,5,4,3,1,0,0,0,0,0,3.0,3.0,whisejo99w,2,12,4,3,3,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
penicti01w,G,0,0,71.0,145,Old Dominion,,1974-09-18,4,0,SAC,34,34,1089,183,29,90,119,229,61,1,81,76,205,62,76,44,60,15,1,6,6,143,25,1,13,14,18,6,3,7,12,24,8,8,7,8,2,0,3.0,3.0,mchugma99w,1,7,11,0,0,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
penicti01w,G,0,0,71.0,145,Old Dominion,,1974-09-18,4,0,SAC,34,34,1089,183,29,90,119,229,61,1,81,76,205,62,76,44,60,15,1,6,6,143,25,1,13,14,18,6,3,7,12,24,8,8,7,8,2,0,3.0,3.0,whisejo99w,2,12,4,3,3,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
smithta01w,F-C,0,0,76.0,160,Iowa,,1977-04-01,4,0,SAC,34,34,986,430,61,126,187,52,43,32,56,103,427,188,58,41,49,13,2,6,6,176,77,9,37,46,11,5,3,11,17,73,29,20,14,15,5,0,3.0,3.0,mchugma99w,1,7,11,0,0,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
smithta01w,F-C,0,0,76.0,160,Iowa,,1977-04-01,4,0,SAC,34,34,986,430,61,126,187,52,43,32,56,103,427,188,58,41,49,13,2,6,6,176,77,9,37,46,11,5,3,11,17,73,29,20,14,15,5,0,3.0,3.0,whisejo99w,2,12,4,3,3,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
walkede01w,F,0,0,75.0,168,Virginia,,1977-11-28,4,0,SAC,34,21,740,307,61,88,149,47,25,23,69,95,242,111,143,83,15,2,0,6,6,170,59,14,13,27,10,1,3,21,17,55,24,20,11,0,0,0,3.0,3.0,mchugma99w,1,7,11,0,0,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
walkede01w,F,0,0,75.0,168,Virginia,,1977-11-28,4,0,SAC,34,21,740,307,61,88,149,47,25,23,69,95,242,111,143,83,15,2,0,6,6,170,59,14,13,27,10,1,3,21,17,55,24,20,11,0,0,0,3.0,3.0,whisejo99w,2,12,4,3,3,SAC,WE,3,Y,W,L,,Sacramento Monarchs,862,2107,425,626,150,473,349,718,568,641,297,461,122,2299,816,1991,435,597,149,467,345,751,516,640,224,576,141,2216,0,0,0,0,0,0,19,15,34,12,5,7,10,13,11,6825,155578
anderch01w,C,0,0,78.0,190,Vanderbilt,,1981-01-22,5,0,SAC,30,0,231,77,14,20,34,5,3,6,25,46,64,25,37,27,0,0,0,2,0,11,2,0,2,2,1,0,0,1,1,2,1,0,0,0,0,0,3.0,3.0,whisejo99w,0,18,16,3,3,SAC,WE,4,Y,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,513,646,241,593,117,2241,0,0,0,0,0,0,18,16,34,10,7,8,9,12,10,6900,147544
boltoru01w,G,0,0,69.0,150,Auburn,,1967-05-25,5,0,SAC,34,4,469,160,17,32,49,31,23,0,15,45,154,57,19,14,79,32,0,6,0,53,9,1,3,4,3,4,0,3,3,18,3,4,3,9,0,0,3.0,3.0,whisejo99w,0,18,16,3,3,SAC,WE,4,Y,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,513,646,241,593,117,2241,0,0,0,0,0,0,18,16,34,10,7,8,9,12,10,6900,147544
brunsre01w,F,0,0,75.0,175,Georgetown,,1981-12-11,5,0,SAC,34,1,494,151,42,80,122,19,23,13,29,48,140,59,46,33,0,0,0,6,0,80,19,8,9,17,3,2,4,3,5,20,7,7,5,0,0,0,3.0,3.0,whisejo99w,0,18,16,3,3,SAC,WE,4,Y,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,513,646,241,593,117,2241,0,0,0,0,0,0,18,16,34,10,7,8,9,12,10,6900,147544
campbed01w,G,0,0,68.0,152,Texas,,1968-11-26,5,0,SAC,22,22,332,74,3,16,19,16,5,2,15,24,76,29,2,0,39,16,0,6,6,102,26,0,11,11,5,3,0,2,6,25,10,0,0,14,6,0,3.0,3.0,whisejo99w,0,18,16,3,3,SAC,WE,4,Y,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,513,646,241,593,117,2241,0,0,0,0,0,0,18,16,34,10,7,8,9,12,10,6900,147544
griffyo01w,C-F,0,0,75.0,188,Florida Atlantic,,1970-03-01,5,0,SAC,34,34,1031,494,122,124,246,42,75,41,59,99,341,177,186,140,1,0,2,6,6,204,82,20,29,49,8,12,6,12,15,63,31,24,20,0,0,0,3.0,3.0,whisejo99w,0,18,16,3,3,SAC,WE,4,Y,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,513,646,241,593,117,2241,0,0,0,0,0,0,18,16,34,10,7,8,9,12,10,6900,147544
groomla01w,G-F,0,0,70.0,160,Georgia,,1970-09-12,5,0,SAC,28,0,235,49,10,8,18,11,7,2,2,14,66,19,12,11,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,3.0,whisejo99w,0,18,16,3,3,SAC,WE,4,Y,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,513,646,241,593,117,2241,0,0,0,0,0,0,18,16,34,10,7,8,9,12,10,6900,147544
lawsoka01w,G,0,0,69.0,165,Tennessee,,1981-02-14,5,0,SAC,34,10,827,294,12,65,77,68,21,8,53,41,245,103,44,37,134,51,0,6,0,153,58,3,12,15,11,8,1,5,10,54,20,9,8,24,10,0,3.0,3.0,whisejo99w,0,18,16,3,3,SAC,WE,4,Y,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,513,646,241,593,117,2241,0,0,0,0,0,0,18,16,34,10,7,8,9,12,10,6900,147544
maigaha01w,G-F,0,0,73.0,160,Old Dominion,,1978-04-25,5,0,SAC,34,0,480,140,35,36,71,25,29,6,49,63,132,62,29,16,0,0,0,6,0,68,5,3,3,6,4,7,0,7,11,13,2,4,1,1,0,0,3.0,3.0,whisejo99w,0,18,16,3,3,SAC,WE,4,Y,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,513,646,241,593,117,2241,0,0,0,0,0,0,18,16,34,10,7,8,9,12,10,6900,147544
mendigi01w,G,0,0,71.0,174,Washington,,1982-01-09,5,0,SAC,6,0,39,10,2,3,5,3,0,0,3,2,8,4,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,3.0,whisejo99w,0,18,16,3,3,SAC,WE,4,Y,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,513,646,241,593,117,2241,0,0,0,0,0,0,18,16,34,10,7,8,9,12,10,6900,147544
penicti01w,G,0,0,71.0,145,Old Dominion,,1974-09-18,5,0,SAC,33,32,970,199,14,88,102,163,64,2,72,64,178,63,70,50,68,23,0,6,6,193,25,4,16,20,32,15,2,19,17,27,6,16,11,15,2,0,3.0,3.0,whisejo99w,0,18,16,3,3,SAC,WE,4,Y,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,513,646,241,593,117,2241,0,0,0,0,0,0,18,16,34,10,7,8,9,12,10,6900,147544
smithta01w,F-C,0,0,76.0,160,Iowa,,1977-04-01,5,0,SAC,34,33,908,380,46,92,138,50,38,25,53,86,401,165,56,45,29,5,0,6,6,185,95,11,20,31,8,9,12,11,17,86,38,22,17,9,2,0,3.0,3.0,whisejo99w,0,18,16,3,3,SAC,WE,4,Y,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,513,646,241,593,117,2241,0,0,0,0,0,0,18,16,34,10,7,8,9,12,10,6900,147544
walkede01w,F,0,0,75.0,168,Virginia,,1977-11-28,5,0,SAC,34,34,884,284,72,71,143,86,26,13,86,109,267,111,103,62,10,0,1,6,6,173,71,11,9,20,14,6,8,18,12,54,30,17,11,0,0,0,3.0,3.0,whisejo99w,0,18,16,3,3,SAC,WE,4,Y,W,L,,Sacramento Monarchs,874,2072,435,604,129,365,389,635,519,641,314,485,118,2312,803,1872,474,631,161,458,310,676,513,646,241,593,117,2241,0,0,0,0,0,0,18,16,34,10,7,8,9,12,10,6900,147544
anderch01w,C,0,0,78.0,190,Vanderbilt,,1981-01-22,6,0,SAS,34,19,669,203,28,62,90,11,8,15,55,106,178,83,46,37,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,7,27,0,0,SAS,WE,7,N,,,,San Antonio Silver Stars,764,1833,503,652,110,339,256,690,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,563,685,283,429,148,2401,0,0,0,0,0,0,7,27,34,5,12,2,15,3,19,6800,135054
campbed01w,G,0,0,68.0,152,Texas,,1968-11-26,6,0,SAS,28,2,248,48,2,12,14,14,7,0,15,20,67,21,1,1,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,7,27,0,0,SAS,WE,7,N,,,,San Antonio Silver Stars,764,1833,503,652,110,339,256,690,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,563,685,283,429,148,2401,0,0,0,0,0,0,7,27,34,5,12,2,15,3,19,6800,135054
dillata01w,G,0,0,69.0,154,Texas,,1981-05-06,6,0,SAS,10,0,51,9,1,5,6,3,2,0,3,5,16,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,7,27,0,0,SAS,WE,7,N,,,,San Antonio Silver Stars,764,1833,503,652,110,339,256,690,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,563,685,283,429,148,2401,0,0,0,0,0,0,7,27,34,5,12,2,15,3,19,6800,135054
elysh01w,F,0,0,74.0,182,Tennessee,,1983-08-09,6,0,SAS,31,11,528,139,11,51,62,27,7,4,33,42,132,50,39,30,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,7,27,0,0,SAS,WE,7,N,,,,San Antonio Silver Stars,764,1833,503,652,110,339,256,690,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,563,685,283,429,148,2401,0,0,0,0,0,0,7,27,34,5,12,2,15,3,19,6800,135054
ferdima01w,G,0,0,69.0,153,Louisiana State,,1978-10-13,6,0,SAS,31,31,999,388,40,76,116,68,46,5,70,74,358,132,134,104,65,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,7,27,0,0,SAS,WE,7,N,,,,San Antonio Silver Stars,764,1833,503,652,110,339,256,690,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,563,685,283,429,148,2401,0,0,0,0,0,0,7,27,34,5,12,2,15,3,19,6800,135054
ivanyda01w,G,0,0,70.0,135,Florida International,,1976-03-18,6,0,SAS,30,14,577,75,5,45,50,68,26,0,53,48,67,25,8,5,45,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,7,27,0,0,SAS,WE,7,N,,,,San Antonio Silver Stars,764,1833,503,652,110,339,256,690,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,563,685,283,429,148,2401,0,0,0,0,0,0,7,27,34,5,12,2,15,3,19,6800,135054
johnssh01w,G,0,0,67.0,152,South Carolina,,1974-08-18,6,0,SAS,34,33,1104,317,17,74,91,158,46,5,113,78,241,88,136,113,90,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,7,27,0,0,SAS,WE,7,N,,,,San Antonio Silver Stars,764,1833,503,652,110,339,256,690,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,563,685,283,429,148,2401,0,0,0,0,0,0,7,27,34,5,12,2,15,3,19,6800,135054
mccrani01w,G,0,0,71.0,158,Tennessee,,1971-12-11,6,0,SAS,23,5,302,38,7,13,20,16,11,0,18,26,62,15,11,7,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,7,27,0,0,SAS,WE,7,N,,,,San Antonio Silver Stars,764,1833,503,652,110,339,256,690,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,563,685,283,429,148,2401,0,0,0,0,0,0,7,27,34,5,12,2,15,3,19,6800,135054
ngoyibe01w,C,0,0,76.0,195,,,1982-08-26,6,0,SAS,26,0,251,111,17,44,61,5,5,2,25,45,81,46,26,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,7,27,0,0,SAS,WE,7,N,,,,San Antonio Silver Stars,764,1833,503,652,110,339,256,690,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,563,685,283,429,148,2401,0,0,0,0,0,0,7,27,34,5,12,2,15,3,19,6800,135054
palmewe01w,F,0,0,74.0,165,Virginia,,1974-08-12,6,0,SAS,34,29,882,326,53,140,193,33,20,7,42,74,242,125,70,52,56,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,7,27,0,0,SAS,WE,7,N,,,,San Antonio Silver Stars,764,1833,503,652,110,339,256,690,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,563,685,283,429,148,2401,0,0,0,0,0,0,7,27,34,5,12,2,15,3,19,6800,135054
thomala01w,F,0,0,74.0,165,Mississippi State,,1981-07-06,6,0,SAS,21,12,505,185,18,50,68,22,7,8,33,42,161,69,49,44,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,7,27,0,0,SAS,WE,7,N,,,,San Antonio Silver Stars,764,1833,503,652,110,339,256,690,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,563,685,283,429,148,2401,0,0,0,0,0,0,7,27,34,5,12,2,15,3,19,6800,135054
weckeke01w,F,0,0,73.0,172,Kansas State,,1982-12-16,6,0,SAS,1,0,11,4,0,0,0,2,1,0,1,0,6,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,7,27,0,0,SAS,WE,7,N,,,,San Antonio Silver Stars,764,1833,503,652,110,339,256,690,433,650,195,535,90,2141,898,2059,463,611,142,408,351,704,563,685,283,429,148,2401,0,0,0,0,0,0,7,27,34,5,12,2,15,3,19,6800,135054
anderch01w,C,0,0,78.0,190,Vanderbilt,,1981-01-22,7,0,SAS,23,20,414,153,28,57,85,15,7,10,29,73,112,59,45,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,13,21,0,0,SAS,WE,6,N,,,,San Antonio Silver Stars,915,2255,504,672,189,556,354,814,540,610,246,488,83,2523,974,2262,490,640,165,459,372,865,560,641,254,480,129,2603,0,0,0,0,0,0,13,21,34,6,11,7,10,10,10,6800,125749
bibrzag01w,G-F,0,0,74.0,168,,,1982-10-21,7,0,SAS,32,22,751,361,10,56,66,48,26,12,47,49,311,130,53,46,157,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,13,21,0,0,SAS,WE,6,N,,,,San Antonio Silver Stars,915,2255,504,672,189,556,354,814,540,610,246,488,83,2523,974,2262,490,640,165,459,372,865,560,641,254,480,129,2603,0,0,0,0,0,0,13,21,34,6,11,7,10,10,10,6800,125749
elysh01w,F,0,0,74.0,182,Tennessee,,1983-08-09,7,0,SAS,12,1,136,41,5,26,31,10,2,0,13,17,44,12,26,15,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,13,21,0,0,SAS,WE,6,N,,,,San Antonio Silver Stars,915,2255,504,672,189,556,354,814,540,610,246,488,83,2523,974,2262,490,640,165,459,372,865,560,641,254,480,129,2603,0,0,0,0,0,0,13,21,34,6,11,7,10,10,10,6800,125749
ivanyda01w,G,0,0,70.0,135,Florida International,,1976-03-18,7,0,SAS,31,1,322,42,7,34,41,50,12,0,19,38,56,15,6,4,37,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,13,21,0,0,SAS,WE,6,N,,,,San Antonio Silver Stars,915,2255,504,672,189,556,354,814,540,610,246,488,83,2523,974,2262,490,640,165,459,372,865,560,641,254,480,129,2603,0,0,0,0,0,0,13,21,34,6,11,7,10,10,10,6800,125749
johnssh01w,G,0,0,67.0,152,South Carolina,,1974-08-18,7,0,SAS,32,32,874,318,31,64,95,117,60,5,75,78,256,104,97,78,91,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,13,21,0,0,SAS,WE,6,N,,,,San Antonio Silver Stars,915,2255,504,672,189,556,354,814,540,610,246,488,83,2523,974,2262,490,640,165,459,372,865,560,641,254,480,129,2603,0,0,0,0,0,0,13,21,34,6,11,7,10,10,10,6800,125749
johnsvi01w,G-F,0,0,69.0,150,Louisiana Tech,,1972-04-15,7,0,SAS,34,34,1004,337,55,112,167,122,28,3,59,61,317,119,90,76,69,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,13,21,0,0,SAS,WE,6,N,,,,San Antonio Silver Stars,915,2255,504,672,189,556,354,814,540,610,246,488,83,2523,974,2262,490,640,165,459,372,865,560,641,254,480,129,2603,0,0,0,0,0,0,13,21,34,6,11,7,10,10,10,6800,125749
kingija01w,G,0,0,68.0,150,,,1976-01-20,7,0,SAS,18,1,115,25,3,7,10,11,6,0,5,8,18,8,9,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,hugheda99w,0,13,21,0,0,SAS,WE,6,N,,,,San Antonio Silver Stars,915,2255,504,672,189,556,354,814,540,610,246,488,83,2523,974,2262,490,640,165,459,372,865,560,641,254,480,129,2603,0,0,0,0,0,0,13,21,34,6,11,7,10,10,10,6800,125749
